id,scientific_name,Clements_name,scientific_name_jetz,breeding_system,level,common_name,lat,long,nest_box,marker_type,year_of_study_start,year_of_study_end,breeding_start,breeding_end,epp_percent_broods,n_epp_broods,n_wpp_broods,n_broods_sampled,record_id,lon,climate_year,climate_month,location_id,tmp_cru_C_first_month,tmp_long_base_1961_1989_C_first_month,tmp_long_anom_1961_1989_C_first_month,tmp_short_base_5yr_C_first_month,tmp_short_anom_5yr_C_first_month,original_end_month,tmp_cru_C_full_season,tmp_long_base_1961_1989_C_full_season,tmp_long_anom_1961_1989_C_full_season,tmp_short_base_5yr_C_full_season,tmp_short_anom_5yr_C_full_season,n_months_full_season,pre_cru_mm_first_month,pre_long_base_1961_1989_mm_first_month,pre_long_anom_1961_1989_mm_first_month,pre_short_base_5yr_mm_first_month,pre_short_anom_5yr_mm_first_month,pre_cru_mm_full_season,pre_long_base_1961_1989_mm_full_season,pre_long_anom_1961_1989_mm_full_season,pre_short_base_5yr_mm_full_season,pre_short_anom_5yr_mm_full_season,n_months_pre_full_season,dtr_cru_C_first_month,dtr_cru_C_full_season,breeding_start_month_num,breeding_end_month_num,breeding_season_length_months,ndvi_can_first_month,ndvi_can_full_season,ndvi_start_month,ndvi_end_month,ndvi_year,ndvi_lat,ndvi_lon,ndvi_first_month_median_30km,ndvi_full_season_median_30km,ndvi_merge_status,ndvi_coord_match_round4,lat_round,long_round,abs_latitude,population_id,distance_to_coast_km
110Varian-Ramos2012,Malurus_melanocephalus,Malurus_melanocephalus,Malurus_melanocephalus,monogamy,yearly,red-backed_fairy-wren,-17.37,125.75,no,microsatellite,2006,2007,October,February,84,16,3,19,343,125.75,2006,10,146,29.70000076,29.17241406,0.527586707,29.72000008,-0.019999313,2,29.56000099,29.91586248,-0.355861493,30.04400047,-0.483999481,5,13.19999981,14.07931051,-0.879310698,5.800000024,7.399999785,757.9000196,563.3827673,194.5172524,706.8400101,51.06000955,5,13.30000019,11.94000034,10,2,5,1,1,10,2,2006,-17.37,125.75,0.249722589,0.268764137,both,TRUE,-17.37,125.75,17.37,Malurus_melanocephalus_-17.37_125.75,149.6635265
110Varian-Ramos2012,Malurus_melanocephalus,Malurus_melanocephalus,Malurus_melanocephalus,monogamy,yearly,red-backed_fairy-wren,-17.37,125.75,no,microsatellite,2007,2008,October,February,65,20,11,31,344,125.75,2007,10,146,29.60000038,29.17241406,0.427586325,29.94000015,-0.339999771,2,29.94000053,29.91586248,0.024138049,30.09600052,-0.155999985,5,0.699999988,14.07931051,-13.37931052,7.220000005,-6.520000017,505.6000215,563.3827673,-57.78274574,709.9200145,-204.319993,5,15.5,12.44000015,10,2,5,1,1,10,2,2007,-17.37,125.75,0.228128262,0.238474737,both,TRUE,-17.37,125.75,17.37,Malurus_melanocephalus_-17.37_125.75,149.6635265
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairy-wren,-34.33,139.03,no,microsatellite,1992,1992,October,December,33.3,5,10,15,345,139.03,1992,10,147,15.60000038,15.29310371,0.30689667,15.84000034,-0.239999962,12,17.16666698,17.9885061,-0.821839113,18.4733338,-1.306666819,3,75,33.34482804,41.65517196,18.78000011,56.21999989,187.6000023,73.60689767,113.9931046,59.62000041,127.9800019,3,11.60000038,12.30000019,10,12,3,1,1,10,12,1992,-34.33,139.03,0.571453987,0.430791447,both,TRUE,-34.33,139.03,34.33,Malurus_splendens_-34.33_139.03,65.39990158
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairy-wren,-34.33,139.03,no,microsatellite,1993,1993,October,December,61.9,13,8,21,346,139.03,1993,10,147,15,15.29310371,-0.293103711,15.96000042,-0.96000042,12,17.93333371,17.9885061,-0.055172383,18.26000048,-0.326666768,3,39.79999924,33.34482804,6.455171199,27.08000011,12.71999912,93.89999962,73.60689767,20.29310195,83.74000087,10.15999875,3,12.90000057,14.03333378,10,12,3,1,1,10,12,1993,-34.33,139.03,0.544826547,0.292503718,both,TRUE,-34.33,139.03,34.33,Malurus_splendens_-34.33_139.03,65.39990158
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairy-wren,-34.33,139.03,no,microsatellite,1995,1995,October,December,62.9,22,13,35,347,139.03,1995,10,147,15.5,15.29310371,0.206896289,15.92000046,-0.420000458,12,17.86666743,17.9885061,-0.121838668,18.18666706,-0.319999631,3,63.70000076,33.34482804,30.35517272,32.84000015,30.86000061,81.70000076,73.60689767,8.093103096,86.46000142,-4.760000658,3,13.40000057,14.80000051,10,12,3,1,1,10,12,1995,-34.33,139.03,0.521131225,0.338745378,both,TRUE,-34.33,139.03,34.33,Malurus_splendens_-34.33_139.03,65.39990158
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairy-wren,-34.33,139.03,no,microsatellite,1996,1996,October,December,56.4,22,17,39,348,139.03,1996,10,147,15.5,15.29310371,0.206896289,15.78000031,-0.280000305,12,17.56666692,17.9885061,-0.421839177,17.98666719,-0.420000267,3,17.10000038,33.34482804,-16.24482766,40.44000015,-23.33999977,34.60000086,73.60689767,-39.00689681,91.98000131,-57.38000045,3,14.10000038,15.06666692,10,12,3,1,1,10,12,1996,-34.33,139.03,0.589837942,0.41452748,both,TRUE,-34.33,139.03,34.33,Malurus_splendens_-34.33_139.03,65.39990158
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairy-wren,-34.33,139.03,no,microsatellite,1997,1997,October,December,57.1,16,12,28,349,139.03,1997,10,147,15.80000019,15.29310371,0.506896479,15.58000031,0.219999886,12,18.83333365,17.9885061,0.844827553,17.86000042,0.973333232,3,48.60000229,33.34482804,15.25517425,43.26000023,5.34000206,117.5000038,73.60689767,43.89310615,91.7400013,25.76000252,3,14.10000038,15.20000045,10,12,3,1,1,10,12,1997,-34.33,139.03,0.526433972,0.318631164,both,TRUE,-34.33,139.03,34.33,Malurus_splendens_-34.33_139.03,65.39990158
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairy-wren,-34.33,139.03,no,microsatellite,1998,1998,October,December,47.6,10,11,21,350,139.03,1998,10,147,15.19999981,15.29310371,-0.093103902,15.62000027,-0.420000458,12,18.23333391,17.9885061,0.244827808,18.19333375,0.040000153,3,31.80000114,33.34482804,-1.544826894,37.98000069,-6.179999542,79.90000248,73.60689767,6.293104813,77.7200016,2.180000877,3,13.69999981,15.33333333,10,12,3,1,1,10,12,1998,-34.33,139.03,0.477237156,0.266088122,both,TRUE,-34.33,139.03,34.33,Malurus_splendens_-34.33_139.03,65.39990158
451Põldmaa1995,Manorina_melanocephala,Manorina_melanocephala,Manorina_melanocephala,monogamy,yearly,noisy_miner,-27.33,152.55,no,DNA fingerprinting,1992,1992,July,November,5.3,1,18,19,351,152.55,1992,7,148,13.40000057,12.97241395,0.427586621,13.18000011,0.220000458,11,17.10000057,17.08137958,0.018620991,17.51200031,-0.411999741,5,66.40000153,71.57241526,-5.172413736,68.98000107,-2.579999542,247.7000065,358.8620732,-111.1620667,270.0000046,-22.29999807,5,14.19999981,13.86000004,7,11,5,1,1,7,11,1992,-27.33,152.55,0.419984202,0.404084921,both,TRUE,-27.33,152.55,27.33,Manorina_melanocephala_-27.33_152.55,58.01668893
451Põldmaa1995,Manorina_melanocephala,Manorina_melanocephala,Manorina_melanocephala,monogamy,yearly,noisy_miner,-27.33,152.55,no,DNA fingerprinting,1993,1993,July,November,0,0,12,12,352,152.55,1993,7,148,16,12.97241395,3.027586049,13.30000019,2.699999809,11,17.92000046,17.08137958,0.838620876,17.48000042,0.440000038,5,83.30000305,71.57241526,11.72758779,72.00000153,11.30000153,289.4000092,358.8620732,-69.46206408,250.7400048,38.66000435,5,10.19999981,12.54000015,7,11,5,1,1,7,11,1993,-27.33,152.55,0.367494041,0.366494458,both,TRUE,-27.33,152.55,27.33,Manorina_melanocephala_-27.33_152.55,58.01668893
113Lank2002,Philomachus_pugnax,Calidris_pugnax,Philomachus_pugnax,lekking,yearly,ruff,60.83,25.33,no,DNA fingerprinting,1987,1987,May,June,50,2,2,4,353,25.33,1987,5,149,7.599999905,9.400000161,-1.800000257,10.34000015,-2.740000248,6,9.899999857,11.85344848,-1.953448624,11.90000019,-2.000000334,2,46.90000153,36.28620776,10.61379377,42.38000107,4.520000458,138.5,84.66207064,53.83792936,96.6400013,41.8599987,2,10.19999981,9.849999905,5,6,2,1,1,5,6,1987,60.83,25.33,0.373454935,0.3746894,both,TRUE,60.83,25.33,60.83,Philomachus_pugnax_60.83_25.33,52.23751643
113Lank2002,Philomachus_pugnax,Calidris_pugnax,Philomachus_pugnax,lekking,yearly,ruff,60.83,25.33,no,DNA fingerprinting,1989,1989,May,June,56.2,9,7,16,354,25.33,1989,5,149,10.5,9.400000161,1.099999839,10.12000017,0.379999828,6,12.9000001,11.85344848,1.046551614,12.16000018,0.739999914,2,33.5,36.28620776,-2.786207758,42.66000137,-9.160001373,71.79999924,84.66207064,-12.8620714,99.50000114,-27.70000191,2,12.30000019,11.95000029,5,6,2,1,1,5,6,1989,60.83,25.33,0.425327116,0.525144846,both,TRUE,60.83,25.33,60.83,Philomachus_pugnax_60.83_25.33,52.23751643
113Lank2002,Philomachus_pugnax,Calidris_pugnax,Philomachus_pugnax,lekking,yearly,ruff,60.83,25.33,no,DNA fingerprinting,1990,1990,May,June,42.8,6,8,14,355,25.33,1990,5,149,9.400000572,9.400000161,4.11E-07,9.78000021,-0.379999638,6,11.65000057,11.85344848,-0.203447909,12.17000022,-0.519999647,2,33.70000076,36.28620776,-2.586206995,42.24000092,-8.540000153,61.90000153,84.66207064,-22.76206911,91.92000084,-30.01999931,2,11.19999981,11.25,5,6,2,1,1,5,6,1990,60.83,25.33,0.417776238,0.452194461,both,TRUE,60.83,25.33,60.83,Philomachus_pugnax_60.83_25.33,52.23751643
2Jacobs2015,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,monogamy,yearly,western_bluebird,35.88,-106.03,yes,microsatellite,2010,2010,May,August,64,16,9,25,356,-106.03,2010,5,150,13.69999981,13.89310367,-0.193103856,15.24000034,-1.540000534,8,19.37500024,18.47068986,0.904310374,19.49500051,-0.120000267,4,12.30000019,26.71034519,-14.410345,29.18000069,-16.8800005,152.1999979,184.3655195,-32.16552156,192.4000031,-40.20000515,4,18.30000114,17.42500043,5,8,4,1,1,5,8,2010,35.88,-106.03,0.273801058,0.283859582,both,TRUE,35.88,-106.03,35.88,Sialia_mexicana_35.88_-106.03,833.9783859
2Jacobs2015,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,monogamy,yearly,western_bluebird,35.88,-106.03,yes,microsatellite,2011,2011,May,August,70.4,19,8,27,357,-106.03,2011,5,150,13.30000019,13.89310367,-0.593103475,15.04000034,-1.740000153,8,19.75000024,18.47068986,1.279310374,19.55500045,0.19499979,4,6.099999905,26.71034519,-20.61034528,25.84000072,-19.74000082,86.29999828,184.3655195,-98.06552118,196.5400021,-110.2400038,4,19,18.55000019,5,8,4,1,1,5,8,2011,35.88,-106.03,0.252046688,0.254572322,both,TRUE,35.88,-106.03,35.88,Sialia_mexicana_35.88_-106.03,833.9783859
2Jacobs2015,Sialia_mexicana,Sialia_mexicana,Sialia_mexicana,monogamy,yearly,western_bluebird,35.88,-106.03,yes,microsatellite,2012,2012,May,August,66.7,16,8,24,358,-106.03,2012,5,150,16.10000038,13.89310367,2.206896716,14.36000023,1.740000153,8,20.45000029,18.47068986,1.979310422,19.49500036,0.954999924,4,14.30000019,26.71034519,-12.410345,25.46000071,-11.16000051,105.0000029,184.3655195,-79.36551661,162.500001,-57.49999809,4,18.70000076,18.05000019,5,8,4,1,1,5,8,2012,35.88,-106.03,0.272024504,0.268778383,both,TRUE,35.88,-106.03,35.88,Sialia_mexicana_35.88_-106.03,833.9783859
377Lanctot1997,Tryngites_subruficollis,Calidris_subruficollis,Tryngites_subruficollis,no_social_bond,yearly,buff-breasted_sandpiper,70.2,-148.25,no,DNA fingerprinting,1993,1993,June,August,36.5,11,19,30,359,-148.25,1993,6,151,8.100000381,6.558620765,1.541379616,7.660000134,0.440000248,8,8.566666762,7.440229997,1.126436765,8.300000191,0.266666571,3,15.40000057,13.96551752,1.434483051,11.36000032,4.040000248,67.8000021,69.03448427,-1.234482173,55.22000113,12.58000097,3,7.5,7.633333524,6,8,3,1,1,6,8,1993,70.2,-148.25,0.162418826,0.262415674,both,TRUE,70.2,-148.25,70.2,Tryngites_subruficollis_70.2_-148.25,13.57185445
377Lanctot1997,Tryngites_subruficollis,Calidris_subruficollis,Tryngites_subruficollis,no_social_bond,yearly,buff-breasted_sandpiper,70.2,-148.25,no,DNA fingerprinting,1994,1994,June,August,47.05,8,9,17,360,-148.25,1994,6,151,6.5,6.558620765,-0.058620765,7.760000229,-1.260000229,8,8.700000127,7.440229997,1.25977013,8.420000172,0.279999955,3,12,13.96551752,-1.965517521,11.96000032,0.039999676,73.30000114,69.03448427,4.265516873,52.48000097,20.82000017,3,7.800000191,8.300000191,6,8,3,1,1,6,8,1994,70.2,-148.25,0.160520157,0.316853432,both,TRUE,70.2,-148.25,70.2,Tryngites_subruficollis_70.2_-148.25,13.57185445
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairywren,-34.35,139.5,no,microsatellite,1992,1992,October,December,33.3,5,10,15,361,139.5,1992,10,152,16.20000076,16.36896564,-0.168964879,16.90000019,-0.699999428,12,17.86666743,18.98850617,-1.121838745,19.44666704,-1.579999606,3,61.29999924,27.81724206,33.48275717,14.04000027,47.25999897,162.7000008,64.99310478,97.70689598,50.98000078,111.72,3,12.80000019,12.96666686,10,12,3,1,1,10,12,1992,-34.35,139.5,0.353382058,0.304584402,both,TRUE,-34.35,139.5,34.35,Malurus_splendens_-34.35_139.5,103.0742666
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairywren,-34.35,139.5,no,microsatellite,1993,1993,October,December,61.9,13,8,21,362,139.5,1993,10,152,15.80000019,16.36896564,-0.568965451,16.92000027,-1.120000076,12,18.76666737,18.98850617,-0.221838809,19.18000037,-0.413333003,3,38.40000153,27.81724206,10.58275946,21.40000012,17.00000141,90.30000114,64.99310478,25.30689636,71.08000088,19.22000027,3,13.5,14.4333334,10,12,3,1,1,10,12,1993,-34.35,139.5,0.337555582,0.279134248,both,TRUE,-34.35,139.5,34.35,Malurus_splendens_-34.35_139.5,103.0742666
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairywren,-34.35,139.5,no,microsatellite,1995,1995,October,December,62.9,22,13,35,363,139.5,1995,10,152,16.39999962,16.36896564,0.031033976,16.80000057,-0.400000954,12,18.70000013,18.98850617,-0.288506047,19.06666737,-0.366667239,3,61.70000076,27.81724206,33.8827587,26.50000031,35.20000045,76.60000086,64.99310478,11.60689608,73.52000065,3.08000021,3,13.80000019,15.23333359,10,12,3,1,1,10,12,1995,-34.35,139.5,0.326112991,0.303499775,both,TRUE,-34.35,139.5,34.35,Malurus_splendens_-34.35_139.5,103.0742666
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairywren,-34.35,139.5,no,microsatellite,1996,1996,October,December,56.4,22,17,39,364,139.5,1996,10,152,16.39999962,16.36896564,0.031033976,16.62000027,-0.220000648,12,18.46666654,18.98850617,-0.521839635,18.82000052,-0.353333982,3,15.40000057,27.81724206,-12.41724149,35.02000039,-19.61999981,31.80000114,64.99310478,-33.19310364,80.10000076,-48.29999962,3,15,15.73333391,10,12,3,1,1,10,12,1996,-34.35,139.5,0.336629237,0.306837574,both,TRUE,-34.35,139.5,34.35,Malurus_splendens_-34.35_139.5,103.0742666
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairywren,-34.35,139.5,no,microsatellite,1997,1997,October,December,57.1,16,12,28,365,139.5,1997,10,152,16.70000076,16.36896564,0.331035121,16.40000019,0.300000572,12,19.63333384,18.98850617,0.644827667,18.6733338,0.960000038,3,34.40000153,27.81724206,6.582759463,37.8800005,-3.47999897,93.00000191,64.99310478,28.00689713,81.08000097,11.92000093,3,15.10000038,15.96666718,10,12,3,1,1,10,12,1997,-34.35,139.5,0.328034912,0.301638024,both,TRUE,-34.35,139.5,34.35,Malurus_splendens_-34.35_139.5,103.0742666
326Webster2004,Malurus_splendens,Malurus_splendens,Malurus_splendens,monogamy,yearly,splendid_fairywren,-34.35,139.5,no,microsatellite,1998,1998,October,December,47.6,10,11,21,366,139.5,1998,10,152,16.20000076,16.36896564,-0.168964879,16.50000019,-0.299999428,12,19.1666673,18.98850617,0.178161128,19.02666709,0.140000216,3,26.39999962,27.81724206,-1.417242445,32.50000095,-6.100001335,73.39999866,64.99310478,8.406893884,67.1400012,6.259997463,3,14.19999981,15.66666667,10,12,3,1,1,10,12,1998,-34.35,139.5,0.321401515,0.282194978,both,TRUE,-34.35,139.5,34.35,Malurus_splendens_-34.35_139.5,103.0742666
475Wrege1987,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,monogamy,yearly,white-fronted_bee-eater,-0.37,36.08,no,other,1982,1982,October,December,6.1,4,61,65,367,36.08,1982,10,153,14.60000038,14.96206922,-0.362068834,15.24000034,-0.639999962,12,14.80000019,14.93678185,-0.13678166,15.086667,-0.286666807,3,143.1999969,67.55862177,75.64137518,61.64000092,81.55999603,369.6000061,202.5034514,167.0965547,181.0200015,188.5800046,3,14.30000019,13.83333365,10,12,3,1,1,10,12,1982,-0.37,36.08,0.417669486,0.528124929,both,TRUE,-0.37,36.08,0.37,Melanerpes_formicivorus_-0.37_36.08,527.6824721
475Wrege1987,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,monogamy,yearly,white-fronted_bee-eater,-0.37,36.08,no,other,1983,1983,October,December,6.1,4,61,65,368,36.08,1983,10,153,15.5,14.96206922,0.537930785,15.08000031,0.419999695,12,15.26666705,14.93678185,0.329885198,15.08666693,0.180000114,3,89,67.55862177,21.44137823,66.2,22.8,240.5000076,202.5034514,37.99655625,179.7000025,60.8000051,3,13.40000057,13.60000006,10,12,3,1,1,10,12,1983,-0.37,36.08,0.440560028,0.50783177,both,TRUE,-0.37,36.08,0.37,Melanerpes_formicivorus_-0.37_36.08,527.6824721
475Wrege1987,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,monogamy,yearly,white-fronted_bee-eater,-0.37,36.08,no,other,1984,1984,October,December,6.1,4,61,65,369,36.08,1984,10,153,14.80000019,14.96206922,-0.162069025,15.16000023,-0.360000038,12,14.83333365,14.93678185,-0.103448199,15.14666691,-0.313333257,3,57.79999924,67.55862177,-9.758622531,63.5,-5.700000763,191.5000038,202.5034514,-11.00344757,181.4400042,10.05999961,3,14.60000038,13.93333371,10,12,3,1,1,10,12,1984,-0.37,36.08,0.256429248,0.408955791,both,TRUE,-0.37,36.08,0.37,Melanerpes_formicivorus_-0.37_36.08,527.6824721
178Gavin1998,Accipiter_gentilis,Astur_gentilis,Accipiter_gentilis,monogamy,yearly,northern_goshawk,36.71,-112.22,no,other,1991,1991,April,August,6.67,1,14,15,370,-112.22,1991,4,154,5.900000095,6.727586302,-0.827586207,8.840000153,-2.940000057,8,14.50000048,15.08413825,-0.584137772,15.82800018,-1.327999706,5,1.899999976,22.38620725,-20.48620727,34.08000011,-32.18000014,74.20000112,135.106899,-60.90689785,151.380003,-77.18000185,5,17.39999962,18.72000008,4,8,5,1,1,4,8,1991,36.71,-112.22,0.342613763,0.386210299,both,TRUE,36.71,-112.22,36.71,Accipiter_gentilis_36.71_-112.22,586.8457102
178Gavin1998,Accipiter_gentilis,Astur_gentilis,Accipiter_gentilis,monogamy,yearly,northern_goshawk,36.71,-112.22,no,other,1992,1992,April,August,0,0,8,8,371,-112.22,1992,4,154,10.10000038,6.727586302,3.372414079,8.480000114,1.620000267,8,15.7800005,15.08413825,0.695862247,15.56000019,0.220000305,5,5.700000286,22.38620725,-16.68620696,28.68000019,-22.9799999,162.4000072,135.106899,27.29310827,138.3200034,24.08000386,5,17.60000038,18.02000084,4,8,5,1,1,4,8,1992,36.71,-112.22,0.325737377,0.370877466,both,TRUE,36.71,-112.22,36.71,Accipiter_gentilis_36.71_-112.22,586.8457102
178Gavin1998,Accipiter_gentilis,Astur_gentilis,Accipiter_gentilis,monogamy,yearly,northern_goshawk,36.71,-112.22,no,other,1993,1993,April,August,0,0,16,16,372,-112.22,1993,4,154,7.400000095,6.727586302,0.672413793,8.600000191,-1.200000095,8,14.74000063,15.08413825,-0.344137619,15.60000031,-0.859999676,5,3,22.38620725,-19.38620725,27.76000021,-24.76000021,92.40000248,135.106899,-42.70689649,136.5400035,-44.14000099,5,17.5,19.06000023,4,8,5,1,1,4,8,1993,36.71,-112.22,0.33669221,0.397872654,both,TRUE,36.71,-112.22,36.71,Accipiter_gentilis_36.71_-112.22,586.8457102
206Stewart2006,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,yearly,house_sparrow,35,-83,yes,microsatellite,1995,1995,March,NA,28.3,15,38,53,373,-83,1995,3,155,12.69999981,10.82068984,1.879309967,11.44000034,1.259999466,NA,NA,NA,NA,NA,NA,NA,74.59999847,147.2275885,-72.62759005,181.7200012,-107.1200027,NA,NA,NA,NA,NA,NA,14.5,NA,3,NA,NA,1,0,3,NA,1995,35,-83,0.483962034,NA,both,TRUE,35,-83,35,Passer_domesticus_35_-83,349.0081931
206Stewart2006,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,yearly,house_sparrow,35,-83,yes,microsatellite,1996,1996,March,NA,24.7,18,55,73,374,-83,1996,3,155,8.600000381,10.82068984,-2.220689461,11.40000019,-2.799999809,NA,NA,NA,NA,NA,NA,NA,173.8000031,147.2275885,26.57241453,156.1800003,17.62000275,NA,NA,NA,NA,NA,NA,13.10000038,NA,3,NA,NA,1,0,3,NA,1996,35,-83,0.484361642,NA,both,TRUE,35,-83,35,Passer_domesticus_35_-83,349.0081931
205Stewart2015,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,single-year study,house_sparrow,35,-83,yes,microsatellite,2004,2004,May,August,26.7,20,55,75,375,-83,2004,5,155,22,19.58620736,2.413792643,19.88000069,2.119999313,8,23.70000029,23.29827619,0.401724092,23.63500032,0.064999962,4,77.30000305,110.2586224,-32.95861935,75.14000244,2.16000061,478.7000122,457.3655257,21.33448647,386.9400063,91.76000595,4,13,11.2750001,5,8,4,1,1,5,8,2004,35,-83,0.738690009,0.752833836,both,TRUE,35,-83,35,Passer_domesticus_35_-83,349.0081931
395Václav2007,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,single-year study,house_sparrow,48.17,16.3,yes,microsatellite,2000,2000,NA,NA,28.6,10,25,35,376,16.3,2000,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,left_only,NA,48.17,16.3,48.17,Passer_domesticus_48.17_16.3,335.0023284
394Vaclav2003,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,single-year study,house_sparrow,48.17,16.3,yes,DNA fingerprinting,1999,1999,March,July,43.5,20,26,46,377,16.3,1999,3,156,7.099999905,5.003448377,2.096551527,5.480000162,1.619999743,7,14.8000001,13.33103474,1.468965358,14.10000026,0.699999838,5,24.10000038,36.16551776,-12.06551738,42.10000114,-18.00000076,343.5000095,299.2103501,44.28965945,334.1200066,9.380002975,5,8,9.580000114,3,7,5,1,1,3,7,1999,48.17,16.3,0.309400821,0.479940668,both,TRUE,48.17,16.3,48.17,Passer_domesticus_48.17_16.3,335.0023284
227Veiga2000,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,single-year study,house_sparrow,40.63,-4,yes,DNA fingerprinting,1995,1995,NA,NA,9.3,5,49,54,378,-4,1995,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,left_only,NA,40.63,-4,40.63,Passer_domesticus_40.63_-4,310.7255422
224Wetton1991,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,yearly,house_sparrow,53.07,-0.95,yes,DNA fingerprinting,1985,1985,March,NA,24,6,19,25,379,-0.95,1985,3,56,4.599999905,5.420689731,-0.820689826,5.680000114,-1.08000021,NA,NA,NA,NA,NA,NA,NA,39.70000076,49.35862104,-9.658620275,67.5,-27.79999924,NA,NA,NA,NA,NA,NA,7.700000286,NA,3,NA,NA,1,0,3,NA,1985,53.07,-0.95,0.401212587,NA,both,TRUE,53.07,-0.95,53.07,Passer_domesticus_53.07_-0.95,69.12314667
224Wetton1991,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,yearly,house_sparrow,53.07,-0.95,yes,DNA fingerprinting,1986,1986,March,NA,19.2,9,38,47,380,-0.95,1986,3,56,4.900000095,5.420689731,-0.520689635,5.700000095,-0.8,NA,NA,NA,NA,NA,NA,NA,44.5,49.35862104,-4.858621038,61.05999985,-16.55999985,NA,NA,NA,NA,NA,NA,7.800000191,NA,3,NA,NA,1,0,3,NA,1986,53.07,-0.95,0.215842346,NA,both,TRUE,53.07,-0.95,53.07,Passer_domesticus_53.07_-0.95,69.12314667
224Wetton1991,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,yearly,house_sparrow,53.07,-0.95,yes,DNA fingerprinting,1987,1987,March,NA,30.2,16,37,53,381,-0.95,1987,3,56,4.400000095,5.420689731,-1.020689635,5.240000057,-0.839999962,NA,NA,NA,NA,NA,NA,NA,65.59999847,49.35862104,16.24137744,49.45999985,16.13999863,NA,NA,NA,NA,NA,NA,7.200000286,NA,3,NA,NA,1,0,3,NA,1987,53.07,-0.95,0.371604624,NA,both,TRUE,53.07,-0.95,53.07,Passer_domesticus_53.07_-0.95,69.12314667
224Wetton1991,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,yearly,house_sparrow,53.07,-0.95,yes,DNA fingerprinting,1988,1988,March,NA,21.1,4,15,19,382,-0.95,1988,3,56,6.099999905,5.420689731,0.679310174,4.960000038,1.139999866,NA,NA,NA,NA,NA,NA,NA,68.20000458,49.35862104,18.84138354,48.85999985,19.34000473,NA,NA,NA,NA,NA,NA,7.099999905,NA,3,NA,NA,1,0,3,NA,1988,53.07,-0.95,0.414573646,NA,both,TRUE,53.07,-0.95,53.07,Passer_domesticus_53.07_-0.95,69.12314667
224Wetton1991,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,yearly,house_sparrow,53.07,-0.95,yes,DNA fingerprinting,1989,1989,March,NA,35.9,14,25,39,383,-0.95,1989,3,56,6.700000286,5.420689731,1.279310555,4.919999981,1.780000305,NA,NA,NA,NA,NA,NA,NA,48.5,49.35862104,-0.858621038,54.34000092,-5.840000916,NA,NA,NA,NA,NA,NA,8.100000381,NA,3,NA,NA,1,0,3,NA,1989,53.07,-0.95,0.467128454,NA,both,TRUE,53.07,-0.95,53.07,Passer_domesticus_53.07_-0.95,69.12314667
