system:index,epp_row_id,first_month,latitude,longitude,pre_max_mm_day_first_month,pre_mean_mm_day_first_month,pre_sd_mm_day_first_month,pre_sum_mm_first_month,pre_wet_days_gt1mm_first_month,tmp_mean_C_first_month,tmp_range_C_first_month,tmp_sd_C_first_month,weather_dataset,weather_end_date,weather_start_date,year,.geo
00000000000000000119,288,4,10.67,-85.5,2.438831329243385,0.359726549342317,0.5694264966856192,10.791796480269511,4,28.088239606221546,3.3135509490966797,0.9325066740770366,ECMWF/ERA5_LAND/DAILY_AGGR,2004-04-30,2004-04-01,2004,"{""type"":""Point"",""coordinates"":[-85.5,10.67]}"
0000000000000000011a,289,4,10.67,-85.5,5.044671893017494,0.5265780957864526,1.1793242492334888,15.797342873593578,3,28.972872797648133,2.927339553833008,0.812298345748653,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[-85.5,10.67]}"
0000000000000000011d,292,4,34.77,-98.48,55.362743139198756,3.883028327760485,11.598034396132995,116.49084983281455,11,16.366468471950984,13.04084587097168,4.064786802073709,ECMWF/ERA5_LAND/DAILY_AGGR,2008-04-30,2008-04-01,2008,"{""type"":""Point"",""coordinates"":[-98.48,34.77]}"
0000000000000000011e,293,4,34.77,-98.48,38.91099448810564,3.6920344436932595,8.36095034476038,110.76103331079779,9,16.48860836029055,18.447731653849303,4.5458351019337115,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-98.48,34.77]}"
0000000000000000011f,294,4,34.77,-98.48,26.168498396771156,2.6145399225356414,6.07011954894212,78.43619767606924,9,17.593467670016842,13.019317626953125,3.685619548428155,ECMWF/ERA5_LAND/DAILY_AGGR,2010-04-30,2010-04-01,2010,"{""type"":""Point"",""coordinates"":[-98.48,34.77]}"
00000000000000000120,295,4,34.77,-98.48,23.737648129458222,1.2642406141979496,4.428168439724415,37.92721842593849,4,19.86868794759117,14.112998326619447,4.0818894751085,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[-98.48,34.77]}"
0000000000000000016b,370,4,36.71,-112.22,4.122084976984297,0.4004466425821344,0.825565352110107,12.013399277464032,3,7.1922027587890875,13.99264907836914,3.4803191577869774,ECMWF/ERA5_LAND/DAILY_AGGR,1991-04-30,1991-04-01,1991,"{""type"":""Point"",""coordinates"":[-112.22,36.71]}"
0000000000000000016c,371,4,36.71,-112.22,4.936641454605706,0.3907502454700544,0.9064071138440373,11.72250736410163,3,11.387430148654536,15.45962905883789,3.775693909464076,ECMWF/ERA5_LAND/DAILY_AGGR,1992-04-30,1992-04-01,1992,"{""type"":""Point"",""coordinates"":[-112.22,36.71]}"
0000000000000000016d,372,4,36.71,-112.22,4.20565307139853,0.29049879022444713,0.7913283650770725,8.714963706733414,2,8.908828926086445,12.471593221028684,3.7330455030319114,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[-112.22,36.71]}"
00000000000000000182,406,4,-1.38,-89.62,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,1996-04-30,1996-04-01,1996,"{""type"":""Point"",""coordinates"":[-89.62,-1.38]}"
00000000000000000189,413,4,56.92,18.12,11.546999216079712,1.53496024630293,2.66595722970708,46.0488073890879,9,4.310420057508704,4.94407844543457,1.3813068817806053,ECMWF/ERA5_LAND/DAILY_AGGR,1992-04-30,1992-04-01,1992,"{""type"":""Point"",""coordinates"":[18.12,56.919999999999995]}"
0000000000000000018a,414,4,56.92,18.12,6.2971442937396205,0.6770016323328557,1.4908513599698616,20.310048969985672,4,4.933744833204501,9.812413533528627,2.6169054752271648,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[18.12,56.919999999999995]}"
0000000000000000018b,418,4,78.22,15.63,10.921752452759392,1.0383986039654995,2.0159750806551275,31.151958118964984,8,-13.610880491468622,15.25674311319986,4.261094609845801,ECMWF/ERA5_LAND/DAILY_AGGR,1999-04-30,1999-04-01,1999,"{""type"":""Point"",""coordinates"":[15.63,78.22]}"
0000000000000000018c,419,4,78.22,15.63,4.820480942726135,0.7086313252139339,1.2509087214159165,21.258939756418016,5,-15.66316356658933,16.759565353393583,3.337738970365015,ECMWF/ERA5_LAND/DAILY_AGGR,2000-04-30,2000-04-01,2000,"{""type"":""Point"",""coordinates"":[15.63,78.22]}"
0000000000000000018d,420,4,78.22,15.63,11.483486546069344,0.9602658331208621,2.078523485321151,28.807974993625862,7,-14.557829242282416,21.143421173095703,6.549735279879931,ECMWF/ERA5_LAND/DAILY_AGGR,2001-04-30,2001-04-01,2001,"{""type"":""Point"",""coordinates"":[15.63,78.22]}"
0000000000000000018e,421,4,78.22,15.63,8.674907684223854,2.1556657336216034,2.108930856961962,64.6699720086481,19,-9.010910775926353,15.7991943359375,4.757412212058943,ECMWF/ERA5_LAND/DAILY_AGGR,2002-04-30,2002-04-01,2002,"{""type"":""Point"",""coordinates"":[15.63,78.22]}"
0000000000000000018f,422,4,78.22,15.63,7.722291458605923,1.6577230473467115,2.0595673888103225,49.73169142040135,13,-12.039959271748844,23.619724273681612,6.732401908567703,ECMWF/ERA5_LAND/DAILY_AGGR,2003-04-30,2003-04-01,2003,"{""type"":""Point"",""coordinates"":[15.63,78.22]}"
000000000000000001a4,448,4,53.52,8.08,11.341249942745435,2.3405345880683845,3.111460605247205,70.21603764205153,16,9.035804621378597,9.111384709676145,2.500741275395013,ECMWF/ERA5_LAND/DAILY_AGGR,1999-04-30,1999-04-01,1999,"{""type"":""Point"",""coordinates"":[8.08,53.52]}"
000000000000000001a6,450,4,40.5,-4.0,7.6100409029891125,1.1971080125950568,2.119817859397409,35.91324037785171,8,12.032049624125186,8.734834035237668,2.2171805755689076,ECMWF/ERA5_LAND/DAILY_AGGR,1996-04-30,1996-04-01,1996,"{""type"":""Point"",""coordinates"":[-4.000000000000001,40.50000000000001]}"
000000000000000001a7,451,4,40.5,-4.0,18.292164802517163,1.7220242809867632,4.3982493073372035,51.6607284296029,5,14.711298582288977,7.3296724955241075,2.0447050453441102,ECMWF/ERA5_LAND/DAILY_AGGR,1997-04-30,1997-04-01,1997,"{""type"":""Point"",""coordinates"":[-4.000000000000001,40.50000000000001]}"
000000000000000001aa,460,4,44.57,-76.32,22.475662827389442,5.139648573676799,6.360702166228466,154.18945721030397,14,5.247685262892008,13.984220504760742,3.723206526244945,ECMWF/ERA5_LAND/DAILY_AGGR,1993-04-30,1993-04-01,1993,"{""type"":""Point"",""coordinates"":[-76.32,44.57]}"
000000000000000001b6,479,4,34.74,-98.67,43.86529028408859,3.1882592035704724,9.766572992825445,95.64777610711417,8,16.241758728027367,13.148593266804994,4.145353152940481,ECMWF/ERA5_LAND/DAILY_AGGR,2008-04-30,2008-04-01,2008,"{""type"":""Point"",""coordinates"":[-98.67,34.74]}"
000000000000000001b7,480,4,34.74,-98.67,40.35339708934771,3.6317542796104143,8.426652615018137,108.95262838831243,9,16.262094688415555,18.791318893432617,4.581432417052677,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-98.67,34.74]}"
000000000000000001b8,481,4,34.74,-98.67,20.926091074841224,2.4454807850323355,5.253453683675065,73.36442355097006,9,17.246326828002953,13.597560246785463,3.769252631620624,ECMWF/ERA5_LAND/DAILY_AGGR,2010-04-30,2010-04-01,2010,"{""type"":""Point"",""coordinates"":[-98.67,34.74]}"
000000000000000001b9,482,4,34.74,-98.67,19.54182386397818,1.1147144154929123,3.699986756651796,33.44143246478737,4,19.507180786132835,13.969118118286133,4.031783579234176,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[-98.67,34.74]}"
000000000000000001ba,483,4,34.74,-98.67,51.00007479524038,5.26251033662805,11.66174603745237,157.87531009884148,11,18.86303891075984,11.923753102620424,3.2592354174621874,ECMWF/ERA5_LAND/DAILY_AGGR,2012-04-30,2012-04-01,2012,"{""type"":""Point"",""coordinates"":[-98.67,34.74]}"
000000000000000001bb,484,4,34.74,-98.67,53.018689654550144,2.9842105811791697,9.630221703231662,89.52631743537509,8,13.874133406745083,18.774384816487668,5.604150558727983,ECMWF/ERA5_LAND/DAILY_AGGR,2013-04-30,2013-04-01,2013,"{""type"":""Point"",""coordinates"":[-98.67,34.74]}"
000000000000000001bc,485,4,34.74,-98.67,14.800310134887695,1.5562352819882126,3.3812735363333304,46.68705845964638,8,17.175098715888154,17.929080327351926,4.842790321957071,ECMWF/ERA5_LAND/DAILY_AGGR,2014-04-30,2014-04-01,2014,"{""type"":""Point"",""coordinates"":[-98.67,34.74]}"
000000000000000001c0,489,4,34.75,-98.5833,40.920356470451225,3.7130515381464355,8.574008611197293,111.39154614439306,9,16.31443030039472,18.714821497599246,4.564698208629587,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-98.5833,34.75]}"
000000000000000001c1,490,4,34.75,-98.5833,23.643198609249794,2.499849658469581,5.645126074564141,74.99548975408743,10,17.345862960815452,13.330958684285463,3.7267222234347885,ECMWF/ERA5_LAND/DAILY_AGGR,2010-04-30,2010-04-01,2010,"{""type"":""Point"",""coordinates"":[-98.5833,34.75]}"
000000000000000001c2,491,4,34.75,-98.5833,22.494041919703278,1.2135533209863307,4.20770953307919,36.40659962958992,4,19.629373168945342,14.075482050577818,4.058784187104813,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[-98.5833,34.75]}"
000000000000000001c3,492,4,34.75,-98.5833,45.298532894605614,4.9454913608138655,10.528226080986673,148.36474082441597,11,18.954898177252904,11.69369125366211,3.2560577547592455,ECMWF/ERA5_LAND/DAILY_AGGR,2012-04-30,2012-04-01,2012,"{""type"":""Point"",""coordinates"":[-98.5833,34.75]}"
000000000000000001c4,493,4,34.75,-98.5833,55.3219025356384,3.162514895792512,10.117318995674063,94.87544687377536,8,13.90385345882842,18.74020512898761,5.584559630061902,ECMWF/ERA5_LAND/DAILY_AGGR,2013-04-30,2013-04-01,2013,"{""type"":""Point"",""coordinates"":[-98.5833,34.75]}"
000000000000000001c5,494,4,34.75,-98.5833,15.45897126197815,1.5430696093680751,3.3902825057461485,46.292088281042254,7,17.274369006686765,17.67452303568524,4.81231293927386,ECMWF/ERA5_LAND/DAILY_AGGR,2014-04-30,2014-04-01,2014,"{""type"":""Point"",""coordinates"":[-98.5833,34.75]}"
000000000000000001c6,495,4,40.9,-4.0167,21.14306688298484,2.6382682031350413,4.346829813450716,79.14804609405124,15,7.327255694071469,15.390576044718443,4.1513829193035345,ECMWF/ERA5_LAND/DAILY_AGGR,2013-04-30,2013-04-01,2013,"{""type"":""Point"",""coordinates"":[-4.0167,40.9]}"
000000000000000001c7,496,4,39.2311,-75.9819,41.57071411593094,3.728613622221033,8.618385360413196,111.858408666631,8,12.41348152160647,12.695500691731809,3.1127769289322718,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[-75.9819,39.2311]}"
000000000000000001c8,497,4,39.2311,-75.9819,28.07044088837074,3.5640130405544332,7.3967243962256735,106.92039121663299,13,13.399370786878823,12.210084915161133,2.9562995229367317,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[-75.9819,39.2311]}"
000000000000000001c9,498,4,39.2311,-75.9819,86.30852699269553,5.2487463547450375,15.990717265554432,157.46239064235112,9,10.432479667663596,17.460596720377623,4.912975598088824,ECMWF/ERA5_LAND/DAILY_AGGR,2007-04-30,2007-04-01,2007,"{""type"":""Point"",""coordinates"":[-75.9819,39.2311]}"
000000000000000001ca,499,4,39.2311,-75.9819,22.591150404025484,2.540313004789141,4.784964023371577,76.20939014367423,11,13.290532599555142,12.489444732666016,3.6012956709240553,ECMWF/ERA5_LAND/DAILY_AGGR,2008-04-30,2008-04-01,2008,"{""type"":""Point"",""coordinates"":[-75.9819,39.2311]}"
000000000000000001cb,500,4,39.2311,-75.9819,19.272774457874675,3.9031675065327676,6.176508897449067,117.09502519598303,12,12.34505909813777,16.25713793436688,4.497991174960827,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-75.9819,39.2311]}"
000000000000000001cc,502,4,57.05,18.2833,4.666760563850403,0.2515957360236835,0.9275872131722153,7.547872080710505,2,6.33879553476972,8.580731074015262,2.0721437412054655,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001cd,503,4,57.05,18.2833,6.887915730374061,1.020428599179013,1.7256280981316598,30.61285797537039,8,4.435337787204338,6.3131688435872775,1.5731766037203656,ECMWF/ERA5_LAND/DAILY_AGGR,2010-04-30,2010-04-01,2010,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001ce,504,4,57.05,18.2833,10.325731191130672,0.8288793480617803,2.105438017136018,24.86638044185341,4,6.3246287027995,5.54608154296875,1.5381801683402656,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001cf,505,4,57.05,18.2833,8.861348723826268,1.7078003358746467,2.391414746497421,51.2340100762394,12,4.990157508850122,8.176835378011049,2.4466219080984533,ECMWF/ERA5_LAND/DAILY_AGGR,2012-04-30,2012-04-01,2012,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001d0,506,4,57.05,18.2833,11.267998814577851,0.9476187135733246,2.293620371129991,28.428561407199737,6,4.124667803446471,8.011407216389955,2.4398472699103904,ECMWF/ERA5_LAND/DAILY_AGGR,2013-04-30,2013-04-01,2013,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001d1,507,4,57.05,18.2833,5.558526388028895,0.46375168200754047,1.1691704955578903,13.912550460226214,3,6.666523954603431,9.079968134562193,2.4427597872910884,ECMWF/ERA5_LAND/DAILY_AGGR,2014-04-30,2014-04-01,2014,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001d2,508,4,57.05,18.2833,8.163168039686752,1.1983292517527389,1.9545082374601108,35.949877552582166,11,6.222055498758971,6.993003845214844,1.8435849131734143,ECMWF/ERA5_LAND/DAILY_AGGR,2015-04-30,2015-04-01,2015,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001d3,509,4,57.05,18.2833,4.99633550651879,0.9949897168758307,1.3427264654623228,29.849691506274922,10,5.732823393079995,4.049199422200502,1.0649075531916017,ECMWF/ERA5_LAND/DAILY_AGGR,2016-04-30,2016-04-01,2016,"{""type"":""Point"",""coordinates"":[18.2833,57.050000000000004]}"
000000000000000001d4,510,4,56.35,84.9333,12.220844626426697,1.24400592568783,2.516974936470158,37.3201777706349,7,1.01935174730091,22.20378875732422,5.36090161754157,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[84.9333,56.35]}"
000000000000000001d7,513,4,41.39,2.17,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2017-04-30,2017-04-01,2017,"{""type"":""Point"",""coordinates"":[2.1699999999999995,41.38999999999999]}"
000000000000000001d8,514,4,41.39,2.17,,,,,,,,,ECMWF/ERA5_LAND/DAILY_AGGR,2018-04-30,2018-04-01,2018,"{""type"":""Point"",""coordinates"":[2.1699999999999995,41.38999999999999]}"
000000000000000001da,516,4,44.6167,-63.5667,27.77036726473625,3.9446786834460568,7.1067153190896555,118.3403605033817,13,2.633127996656655,11.871785481770871,2.8649648761159274,ECMWF/ERA5_LAND/DAILY_AGGR,2007-04-30,2007-04-01,2007,"{""type"":""Point"",""coordinates"":[-63.5667,44.6167]}"
000000000000000001db,517,4,44.6167,-63.5667,12.840142846016533,2.5074504805976026,4.057808207310175,75.22351441792807,11,5.045304192437086,7.640843709309877,1.8340282777536585,ECMWF/ERA5_LAND/DAILY_AGGR,2008-04-30,2008-04-01,2008,"{""type"":""Point"",""coordinates"":[-63.5667,44.6167]}"
000000000000000001dc,518,4,44.6167,-63.5667,25.725290179252625,4.17408353137662,7.958127657929073,125.22250594129858,11,5.196846750047492,12.262428919474246,2.9853999234487114,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-63.5667,44.6167]}"
000000000000000001dd,519,4,44.6167,-63.5667,14.685824513435364,3.8291884180131555,4.138405123915051,114.87565254039467,17,5.088270738389777,12.328690846761049,2.972346039243664,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[-63.5667,44.6167]}"
000000000000000001f6,555,4,40.0,-3.0,33.60965299754426,3.8337369202258977,6.855157256209888,115.01210760677694,15,10.465364625718875,6.733053207397461,1.806146113923336,ECMWF/ERA5_LAND/DAILY_AGGR,2016-04-30,2016-04-01,2016,"{""type"":""Point"",""coordinates"":[-3.0000000000000004,40.0]}"
000000000000000001f7,556,4,40.0,-3.0,11.348828673362732,0.7016311418022761,2.137373061607312,21.048934254068286,4,14.127167828877788,9.911154429117857,3.133463230326785,ECMWF/ERA5_LAND/DAILY_AGGR,2017-04-30,2017-04-01,2017,"{""type"":""Point"",""coordinates"":[-3.0000000000000004,40.0]}"
000000000000000001f8,557,4,40.0,-3.0,16.24924242491943,1.3769822535380172,3.293628003480297,41.309467606140515,7,12.842682668897858,8.700385411580385,1.8982582738319527,ECMWF/ERA5_LAND/DAILY_AGGR,2015-04-30,2015-04-01,2015,"{""type"":""Point"",""coordinates"":[-3.0000000000000004,40.0]}"
000000000000000001f9,558,4,40.0,-3.0,33.60965299754426,3.8337369202258977,6.855157256209888,115.01210760677694,15,10.465364625718875,6.733053207397461,1.806146113923336,ECMWF/ERA5_LAND/DAILY_AGGR,2016-04-30,2016-04-01,2016,"{""type"":""Point"",""coordinates"":[-3.0000000000000004,40.0]}"
000000000000000001fa,559,4,40.0,-3.0,11.348828673362732,0.7016311418022761,2.137373061607312,21.048934254068286,4,14.127167828877788,9.911154429117857,3.133463230326785,ECMWF/ERA5_LAND/DAILY_AGGR,2017-04-30,2017-04-01,2017,"{""type"":""Point"",""coordinates"":[-3.0000000000000004,40.0]}"
00000000000000000203,568,4,39.4,141.99,65.04033803929588,3.9792872750403774,12.737257160888719,119.37861825121132,5,7.639595243665933,11.02689043680823,2.5566027262246975,ECMWF/ERA5_LAND/DAILY_AGGR,2014-04-30,2014-04-01,2014,"{""type"":""Point"",""coordinates"":[141.99,39.4]}"
00000000000000000204,569,4,39.4,141.99,28.513804078102112,4.14282006198808,6.651397505339997,124.28460185964241,11,8.985136010911756,12.896983464558957,3.1502326935973097,ECMWF/ERA5_LAND/DAILY_AGGR,2015-04-30,2015-04-01,2015,"{""type"":""Point"",""coordinates"":[141.99,39.4]}"
00000000000000000205,570,4,39.4,141.99,49.09946086849004,5.149282459287126,10.653216153823102,154.4784737786138,13,9.05713166130916,7.584499359130859,2.068058289719682,ECMWF/ERA5_LAND/DAILY_AGGR,2016-04-30,2016-04-01,2016,"{""type"":""Point"",""coordinates"":[141.99,39.4]}"
0000000000000000020f,584,4,52.3833,-1.5667,8.59840214252472,0.8364579598712396,1.6629204795271455,25.09373879613719,9,8.615916252136255,9.42193857828778,2.3350876895337564,ECMWF/ERA5_LAND/DAILY_AGGR,1995-04-30,1995-04-01,1995,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000210,585,4,52.3833,-1.5667,14.784705638817286,1.6952473741355334,3.005003131214598,50.857421224066,12,7.76824754079185,11.250932693481445,2.965246996680239,ECMWF/ERA5_LAND/DAILY_AGGR,1996-04-30,1996-04-01,1996,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000211,586,4,52.3833,-1.5667,11.06425860143645,1.0485131533558938,2.511402974963247,31.45539460067681,6,8.642201360066755,8.33447265625,1.886668329546131,ECMWF/ERA5_LAND/DAILY_AGGR,1997-04-30,1997-04-01,1997,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000212,587,4,52.3833,-1.5667,22.594618797199928,4.711000599365771,4.934111450820932,141.3300179809731,24,7.158643107944083,9.275377909342467,2.7028413317843256,ECMWF/ERA5_LAND/DAILY_AGGR,1998-04-30,1998-04-01,1998,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000213,588,4,52.3833,-1.5667,13.650554418461525,2.661358575393417,3.1046254074958637,79.84075726180251,18,8.736832724677216,10.637076059977176,2.930854766800922,ECMWF/ERA5_LAND/DAILY_AGGR,1999-04-30,1999-04-01,1999,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000214,589,4,52.3833,-1.5667,20.815827003104914,4.058564353435064,4.718394903035612,121.75693060305193,19,7.2035383648342775,9.232596079508482,2.813849626045747,ECMWF/ERA5_LAND/DAILY_AGGR,2000-04-30,2000-04-01,2000,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000215,590,4,52.3833,-1.5667,8.224353194236755,3.1349820275915854,2.760775361195605,94.04946082774757,20,7.0461800893148,7.4329458872476835,1.8259438026783426,ECMWF/ERA5_LAND/DAILY_AGGR,2001-04-30,2001-04-01,2001,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000216,591,4,52.3833,-1.5667,11.600167908568437,1.4019724510173859,2.5930596350611013,42.059173530521576,7,8.73601033952504,8.006806691487611,2.422004842122287,ECMWF/ERA5_LAND/DAILY_AGGR,2002-04-30,2002-04-01,2002,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000217,592,4,52.3833,-1.5667,7.197142847303439,1.3311020116118992,2.067516828622888,39.933060348356975,11,9.29263621436227,12.477069854736328,3.1887743844655634,ECMWF/ERA5_LAND/DAILY_AGGR,2003-04-30,2003-04-01,2003,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000218,593,4,52.3833,-1.5667,12.45327809618857,3.4379756462127395,3.7388171760991793,103.13926938638218,18,9.047058508131265,9.533727010091184,2.2584252375124847,ECMWF/ERA5_LAND/DAILY_AGGR,2004-04-30,2004-04-01,2004,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000219,594,4,52.3833,-1.5667,8.986130356788635,1.9091897877382042,2.169437127015422,57.27569363214613,16,8.688145150078693,10.861934661865234,2.169767499667767,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
0000000000000000021a,595,4,52.3833,-1.5667,9.313419461250305,1.678827898196289,2.3831410625573994,50.36483694588867,14,7.9933866288927105,8.517468134562193,2.3718721382211894,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
0000000000000000021b,596,4,52.3833,-1.5667,3.971083866929348,0.43864307737967084,1.0275484047301964,13.159292321390126,4,10.841230752733038,7.9654388427734375,2.2031497133845055,ECMWF/ERA5_LAND/DAILY_AGGR,2007-04-30,2007-04-01,2007,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
0000000000000000021c,597,4,52.3833,-1.5667,14.005586480323018,2.5572576118880384,2.800447381266935,76.71772835664115,22,7.198019578721809,10.837480545043945,2.812856397147165,ECMWF/ERA5_LAND/DAILY_AGGR,2008-04-30,2008-04-01,2008,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
0000000000000000021d,598,4,52.3833,-1.5667,10.27899512246222,1.787653625485201,2.7583948954702966,53.629608764556025,11,9.309794341193326,5.04769198099774,1.3920800069801391,ECMWF/ERA5_LAND/DAILY_AGGR,2009-04-30,2009-04-01,2009,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
0000000000000000021e,599,4,52.3833,-1.5667,6.34843111038208,1.0943001123867664,1.84030888106699,32.829003371602994,7,8.386102761162677,9.305936813354492,2.3333349302914725,ECMWF/ERA5_LAND/DAILY_AGGR,2010-04-30,2010-04-01,2010,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
0000000000000000021f,600,4,52.3833,-1.5667,3.1403905687170663,0.3563054120762151,0.6054561987090407,10.689162362286453,2,11.529736667209223,9.087281545003236,2.3164425739328776,ECMWF/ERA5_LAND/DAILY_AGGR,2011-04-30,2011-04-01,2011,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000220,601,4,52.3833,-1.5667,19.02395486831665,4.422493633817126,5.187236292176951,132.67480901451378,20,6.51895525190568,7.988843282063783,1.5316271341258303,ECMWF/ERA5_LAND/DAILY_AGGR,2012-04-30,2012-04-01,2012,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000221,602,4,52.3833,-1.5667,6.3945144414851995,0.8333759810484528,1.2756699944789527,25.001279431453582,10,6.687878523932581,12.002148310343387,3.3440925765335323,ECMWF/ERA5_LAND/DAILY_AGGR,2013-04-30,2013-04-01,2013,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000222,603,4,52.3833,-1.5667,12.412777543033826,1.86521980003936,2.883626529396798,55.956594001180804,12,9.729959826999265,5.626138051350949,1.4051961113703548,ECMWF/ERA5_LAND/DAILY_AGGR,2014-04-30,2014-04-01,2014,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000223,604,4,52.3833,-1.5667,5.463684938774804,0.8841874418124007,1.3272784195343184,26.52562325437202,10,8.538591957092303,5.639091491699219,1.6090875766286301,ECMWF/ERA5_LAND/DAILY_AGGR,2015-04-30,2015-04-01,2015,"{""type"":""Point"",""coordinates"":[-1.5667000000000002,52.3833]}"
00000000000000000230,621,4,49.5,8.17,16.03252589702464,2.7807343674030705,4.028752617361956,83.42203102209211,13,10.535676617092578,12.593998591105162,2.666705628769734,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[8.170000000000002,49.50000000000001]}"
00000000000000000231,622,4,49.5,8.17,7.814131435907257,1.697978870562622,1.8956332520287205,50.93936611687866,15,9.400746112399652,10.595917383829715,2.913523363604607,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[8.170000000000002,49.50000000000001]}"
0000000000000000023d,634,4,49.5,8.17,16.03252589702464,2.7807343674030705,4.028752617361956,83.42203102209211,13,10.535676617092578,12.593998591105162,2.666705628769734,ECMWF/ERA5_LAND/DAILY_AGGR,2005-04-30,2005-04-01,2005,"{""type"":""Point"",""coordinates"":[8.170000000000002,49.50000000000001]}"
0000000000000000023e,635,4,49.5,8.17,7.814131435907257,1.697978870562622,1.8956332520287205,50.93936611687866,15,9.400746112399652,10.595917383829715,2.913523363604607,ECMWF/ERA5_LAND/DAILY_AGGR,2006-04-30,2006-04-01,2006,"{""type"":""Point"",""coordinates"":[8.170000000000002,49.50000000000001]}"
