"record_id","Clements_name","family","lat","long","climate_year","breeding_start_month_num","breeding_end_month_num","stored_ndvi","can_first_month","gee_output_present","gee_output_ndvi","missing_coordinates","missing_study_year","missing_start_month","missing_required_input","missing_stored_ndvi","no_valid_pixel_after_masking","missingness_category"
314,"Aphelocoma_wollweberi","Corvidae",31.92,-109.25,1992,3,6,0.37522989,1,TRUE,0.375229890363531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
315,"Aphelocoma_wollweberi","Corvidae",31.92,-109.25,1993,3,6,0.383743572,1,TRUE,0.383743571840739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
316,"Aphelocoma_wollweberi","Corvidae",31.92,-109.25,1994,3,6,0.365007294,1,TRUE,0.365007293710329,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
317,"Aphelocoma_wollweberi","Corvidae",31.92,-109.25,1995,3,6,0.389417184,1,TRUE,0.38941718407386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
318,"Aphelocoma_wollweberi","Corvidae",31.92,-109.25,1996,3,6,0.342746607,1,TRUE,0.342746607039815,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
334,"Gymnorhina_tibicen","Artamidae",-31.9,115.98,1996,7,2,0.476041257,1,TRUE,0.476041256764883,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
335,"Gymnorhina_tibicen","Artamidae",-31.9,115.98,1997,7,2,0.488995743,1,TRUE,0.488995742857143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
336,"Gymnorhina_tibicen","Artamidae",-31.9,115.98,1998,7,2,0.515581307,1,TRUE,0.515581306967403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
337,"Malurus_melanocephalus","Maluridae",-17.37,125.75,1998,10,2,0.228626496,1,TRUE,0.228626496170323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
338,"Malurus_melanocephalus","Maluridae",-17.37,125.75,1999,10,2,0.235483818,1,TRUE,0.23548381799299,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
339,"Malurus_melanocephalus","Maluridae",-17.37,125.75,2000,10,2,0.216794898,1,TRUE,0.216794898091653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
340,"Malurus_melanocephalus","Maluridae",-17.37,125.75,2003,10,2,0.229494041,1,TRUE,0.229494041282617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
341,"Malurus_melanocephalus","Maluridae",-17.37,125.75,2004,10,2,0.231843574,1,TRUE,0.231843573932234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
342,"Malurus_melanocephalus","Maluridae",-17.37,125.75,2005,10,2,0.208269181,1,TRUE,0.208269180838634,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
343,"Malurus_melanocephalus","Maluridae",-17.37,125.75,2006,10,2,0.249722589,1,TRUE,0.249722588601843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
344,"Malurus_melanocephalus","Maluridae",-17.37,125.75,2007,10,2,0.228128262,1,TRUE,0.228128261716214,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
345,"Malurus_splendens","Maluridae",-34.33,139.03,1992,10,12,0.571453987,1,TRUE,0.571453987419971,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
346,"Malurus_splendens","Maluridae",-34.33,139.03,1993,10,12,0.544826547,1,TRUE,0.54482654723127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
347,"Malurus_splendens","Maluridae",-34.33,139.03,1995,10,12,0.521131225,1,TRUE,0.52113122542963,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
348,"Malurus_splendens","Maluridae",-34.33,139.03,1996,10,12,0.589837942,1,TRUE,0.589837942266652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
349,"Malurus_splendens","Maluridae",-34.33,139.03,1997,10,12,0.526433972,1,TRUE,0.526433971694934,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
350,"Malurus_splendens","Maluridae",-34.33,139.03,1998,10,12,0.477237156,1,TRUE,0.477237156014826,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
351,"Manorina_melanocephala","Meliphagidae",-27.33,152.55,1992,7,11,0.419984202,1,TRUE,0.419984201619727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
352,"Manorina_melanocephala","Meliphagidae",-27.33,152.55,1993,7,11,0.367494041,1,TRUE,0.367494040855796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
356,"Sialia_mexicana","Turdidae",35.88,-106.03,2010,5,8,0.273801058,1,TRUE,0.27380105796782,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
357,"Sialia_mexicana","Turdidae",35.88,-106.03,2011,5,8,0.252046688,1,TRUE,0.252046688340313,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
358,"Sialia_mexicana","Turdidae",35.88,-106.03,2012,5,8,0.272024504,1,TRUE,0.272024504077584,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
361,"Malurus_splendens","Maluridae",-34.35,139.5,1992,10,12,0.353382058,1,TRUE,0.353382058177827,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
362,"Malurus_splendens","Maluridae",-34.35,139.5,1993,10,12,0.337555582,1,TRUE,0.337555581778266,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
363,"Malurus_splendens","Maluridae",-34.35,139.5,1995,10,12,0.326112991,1,TRUE,0.326112991218441,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
364,"Malurus_splendens","Maluridae",-34.35,139.5,1996,10,12,0.336629237,1,TRUE,0.336629237102086,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
365,"Malurus_splendens","Maluridae",-34.35,139.5,1997,10,12,0.328034912,1,TRUE,0.328034912184413,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
366,"Malurus_splendens","Maluridae",-34.35,139.5,1998,10,12,0.321401515,1,TRUE,0.32140151481888,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
367,"Melanerpes_formicivorus","Picidae",-0.37,36.08,1982,10,12,0.417669486,1,TRUE,0.417669486441085,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
368,"Melanerpes_formicivorus","Picidae",-0.37,36.08,1983,10,12,0.440560028,1,TRUE,0.440560027855153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
369,"Melanerpes_formicivorus","Picidae",-0.37,36.08,1984,10,12,0.256429248,1,TRUE,0.256429247910864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
370,"Astur_gentilis","Accipitridae",36.71,-112.22,1991,4,8,0.342613763,1,TRUE,0.342613762819114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
371,"Astur_gentilis","Accipitridae",36.71,-112.22,1992,4,8,0.325737377,1,TRUE,0.325737377263801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
372,"Astur_gentilis","Accipitridae",36.71,-112.22,1993,4,8,0.33669221,1,TRUE,0.33669221034257,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
373,"Passer_domesticus","Passeridae",35,-83,1995,3,NA,0.483962034,1,TRUE,0.483962034212247,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
374,"Passer_domesticus","Passeridae",35,-83,1996,3,NA,0.484361642,1,TRUE,0.484361641969928,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
375,"Passer_domesticus","Passeridae",35,-83,2004,5,8,0.738690009,1,TRUE,0.738690008716496,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
376,"Passer_domesticus","Passeridae",48.17,16.3,2000,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
377,"Passer_domesticus","Passeridae",48.17,16.3,1999,3,7,0.309400821,1,TRUE,0.309400821280992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
378,"Passer_domesticus","Passeridae",40.63,-4,1995,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
379,"Passer_domesticus","Passeridae",53.07,-0.95,1985,3,NA,0.401212587,1,TRUE,0.401212587326375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
380,"Passer_domesticus","Passeridae",53.07,-0.95,1986,3,NA,0.215842346,1,TRUE,0.21584234629862,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
381,"Passer_domesticus","Passeridae",53.07,-0.95,1987,3,NA,0.371604624,1,TRUE,0.371604624314326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
382,"Passer_domesticus","Passeridae",53.07,-0.95,1988,3,NA,0.414573646,1,TRUE,0.414573646209386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
383,"Passer_domesticus","Passeridae",53.07,-0.95,1989,3,NA,0.467128454,1,TRUE,0.467128454399091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
387,"Passer_montanus","Passeridae",46.25,20.13,2006,3,8,0.210506311,1,TRUE,0.210506310947562,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
388,"Passerculus_sandwichensis","Passerellidae",44.58,-66.77,2002,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
389,"Passerculus_sandwichensis","Passerellidae",44.58,-66.77,2003,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
390,"Passerina_cyanea","Cardinalidae",35.88,-79.02,1986,5,8,0.639624042,1,TRUE,0.639624042460057,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
391,"Petroica_longipes","Petroicidae",-47,168,2001,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
392,"Petroica_longipes","Petroicidae",-47,168,2002,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
393,"Petroica_longipes","Petroicidae",-47,168,2003,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
394,"Petroica_longipes","Petroicidae",-47,168,2004,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
395,"Petroica_longipes","Petroicidae",-45,168,2004,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
396,"Petroica_longipes","Petroicidae",-34.37,119.6,2002,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
397,"Petroica_longipes","Petroicidae",-34.37,119.6,2003,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
398,"Petroica_longipes","Petroicidae",-34.37,119.6,2004,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
399,"Gulosus_aristotelis","Phalacrocoracidae",56.18,-2.57,1987,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
400,"Philesturnus_carunculatus","Callaeidae",-46.9,168.1,2001,9,2,0.492976695,1,TRUE,0.492976695437731,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
401,"Philesturnus_carunculatus","Callaeidae",-46.9,168.1,2002,9,2,0.342777508,1,TRUE,0.342777507836991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
402,"Philesturnus_carunculatus","Callaeidae",-46.9,168.1,2003,9,2,0.492057149,1,TRUE,0.492057149142103,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
403,"Philesturnus_carunculatus","Callaeidae",-46.9,168.1,2004,9,2,0.444495625,1,TRUE,0.444495625494854,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
404,"Philesturnus_carunculatus","Callaeidae",-46.9,168.1,2005,9,2,0.02539839,1,TRUE,0.0253983903420523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
405,"Philesturnus_carunculatus","Callaeidae",-46.9,168.1,2006,9,2,0.348409525,1,TRUE,0.348409525047668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
406,"Phoebastria_irrorata","Diomedeidae",-1.38,-89.62,1996,4,NA,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
407,"Phoebastria_irrorata","Diomedeidae",-1.38,-89.62,2000,3,NA,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
408,"Phoebastria_irrorata","Diomedeidae",-1.38,-89.62,2001,3,NA,-0.0729,1,TRUE,-0.0729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
409,"Phoebastria_irrorata","Diomedeidae",-1.38,-89.62,2002,3,NA,0.04575,1,TRUE,0.04575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
410,"Phoenicurus_phoenicurus","Muscicapidae",62.47,11.8,2002,5,6,0.374782824,1,TRUE,0.374782824244909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
411,"Phoenicurus_phoenicurus","Muscicapidae",62.47,11.8,2006,5,6,0.188232718,1,TRUE,0.188232717838444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
412,"Phylloscopus_trochilus","Phylloscopidae",61.42,8.87,1993,5,7,0.134386539,1,TRUE,0.134386538752077,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
413,"Phylloscopus_trochilus","Phylloscopidae",56.92,18.12,1992,4,NA,0.236814286,1,TRUE,0.236814285714286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
414,"Phylloscopus_trochilus","Phylloscopidae",56.92,18.12,1993,4,NA,0.209909784,1,TRUE,0.209909784172662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
415,"Pipilo_maculatus","Passerellidae",45.5,-122.68,2004,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
416,"Pipilo_maculatus","Passerellidae",45.5,-122.68,2005,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
417,"Pipilo_maculatus","Passerellidae",45.5,-122.68,2006,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
418,"Plectrophenax_nivalis","Calcariidae",78.22,15.63,1999,4,NA,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
419,"Plectrophenax_nivalis","Calcariidae",78.22,15.63,2000,4,NA,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
420,"Plectrophenax_nivalis","Calcariidae",78.22,15.63,2001,4,NA,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
421,"Plectrophenax_nivalis","Calcariidae",78.22,15.63,2002,4,NA,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
422,"Plectrophenax_nivalis","Calcariidae",78.22,15.63,2003,4,NA,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
423,"Pluvialis_dominica","Charadriidae",71.29,-156.8,2004,6,7,0.252718894,1,TRUE,0.252718894380574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
424,"Pluvialis_dominica","Charadriidae",71.29,-156.8,2005,6,7,0.182200831,1,TRUE,0.182200830896038,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
425,"Pluvialis_dominica","Charadriidae",71.29,-156.8,2006,6,7,0.228961586,1,TRUE,0.228961585850556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
426,"Pluvialis_dominica","Charadriidae",71.29,-156.8,2007,6,7,0.122031134,1,TRUE,0.122031133960047,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
427,"Pluvialis_dominica","Charadriidae",71.29,-156.8,2008,6,7,0.198614528,1,TRUE,0.198614527529762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
428,"Pluvialis_dominica","Charadriidae",71.29,-156.8,2009,6,7,0.195867699,1,TRUE,0.195867699335548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
429,"Poephila_acuticauda","Estrildidae",-15.55,128,2008,3,9,0.271407744,1,TRUE,0.271407744043044,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
430,"Poephila_acuticauda","Estrildidae",-15.55,128,2009,3,9,0.29280351,1,TRUE,0.29280351012042,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
431,"Poephila_acuticauda","Estrildidae",-15.55,128,2010,3,9,0.265930708,1,TRUE,0.265930707522357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
432,"Porphyrio_hochstetteri","Rallidae",NA,NA,1998,NA,NA,NA,0,FALSE,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
433,"Pygoscelis_adeliae","Spheniscidae",-74.35,165.13,1998,11,1,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
434,"Pygoscelis_antarcticus","Spheniscidae",-63,-60.67,1998,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
435,"Quelea_quelea","Ploceidae",-21.08,31.92,1998,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
436,"Remiz_coronatus","Remizidae",42.42,70.48,2008,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
437,"Rhipidura_albiscapa","Rhipiduridae",-35.45,149.28,2002,9,2,0.443558265,1,TRUE,0.443558264731369,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
438,"Rhipidura_albiscapa","Rhipiduridae",-35.45,149.28,2003,9,2,0.508148879,1,TRUE,0.50814887889948,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
439,"Rhipidura_albiscapa","Rhipiduridae",-35.45,149.28,2004,9,2,0.387317602,1,TRUE,0.387317601819757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
440,"Riparia_riparia","Hirundinidae",48.3,21.08,2002,5,6,0.608216783,1,TRUE,0.608216783185841,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
441,"Setophaga_ruticilla","Parulidae",41.77,-79.93,2002,5,7,0.662021579,1,TRUE,0.662021579267674,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
442,"Setophaga_ruticilla","Parulidae",41.77,-79.93,2003,5,7,0.639797449,1,TRUE,0.639797449031342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
443,"Setophaga_ruticilla","Parulidae",45.07,-67.03,1987,5,7,0.37571662,1,TRUE,0.375716620375514,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
444,"Setophaga_ruticilla","Parulidae",45.07,-67.03,1988,5,7,0.401880312,1,TRUE,0.401880312044682,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
445,"Setophaga_ruticilla","Parulidae",45.07,-67.03,1989,5,7,0.377870535,1,TRUE,0.377870534550196,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
446,"Spheniscus_humboldti","Spheniscidae",-15.37,-75.2,1995,3,12,0.012059322,1,TRUE,0.0120593217054264,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
447,"Phalaropus_tricolor","Scolopacidae",51.45,-105.17,1990,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
448,"Sterna_hirundo","Laridae",53.52,8.08,1999,4,6,0.534604806,1,TRUE,0.534604805649294,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
449,"Strix_aluco","Strigidae",46,6,2004,1,NA,0.415667581,1,TRUE,0.4156675810331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
450,"Sturnus_unicolor","Sturnidae",40.5,-4,1996,4,NA,0.422342943,1,TRUE,0.422342942522889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
451,"Sturnus_unicolor","Sturnidae",40.5,-4,1997,4,NA,0.404359572,1,TRUE,0.40435957246149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
452,"Sturnus_vulgaris","Sturnidae",46.52,6.57,2001,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
453,"Sturnus_vulgaris","Sturnidae",46.52,6.57,2002,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
454,"Sturnus_vulgaris","Sturnidae",51.22,4.67,1988,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
455,"Sturnus_vulgaris","Sturnidae",51.22,4.67,1989,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
456,"Sula_granti","Sulidae",-1.33,-89.67,1990,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
457,"Sula_nebouxii","Sulidae",21.87,-105.9,2011,2,5,NA,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"No valid pixel after masking"
458,"Sula_sula","Sulidae",-1.33,-89.67,2005,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
459,"Tachycineta_albilinea","Hirundinidae",9.17,-79.85,1996,1,7,0.58086838,1,TRUE,0.580868379871126,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
460,"Tachycineta_bicolor","Hirundinidae",44.57,-76.32,1993,4,NA,0.313204731,1,TRUE,0.313204730513659,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
461,"Tachycineta_bicolor","Hirundinidae",44.7,-76.2,1992,6,6,0.670551043,1,TRUE,0.670551043122917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
462,"Tachycineta_bicolor","Hirundinidae",44.7,-76.2,1992,6,6,0.670551043,1,TRUE,0.670551043122917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
463,"Tachycineta_bicolor","Hirundinidae",44.7,-76.2,1990,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
464,"Tachycineta_bicolor","Hirundinidae",44.7,-76.2,1991,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
465,"Tachycineta_bicolor","Hirundinidae",44.58,-66.77,1993,5,7,0.193496238,1,TRUE,0.193496238244514,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
466,"Tachycineta_bicolor","Hirundinidae",44.57,-76.32,2006,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
467,"Tachycineta_bicolor","Hirundinidae",45,-74,2007,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
468,"Tachycineta_bicolor","Hirundinidae",45,-74,2008,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
469,"Tachycineta_bicolor","Hirundinidae",45,-74,2009,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
470,"Tachycineta_bicolor","Hirundinidae",45,-74,2010,NA,NA,NA,0,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Missing coordinates, study year, or first breeding month"
471,"Tachycineta_bicolor","Hirundinidae",53,-123,2004,5,NA,0.482265866,1,TRUE,0.482265865655995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
472,"Malurus_lamberti","Maluridae",-34.35,139.4833,2012,9,12,0.346204651,1,TRUE,0.346204650779706,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
473,"Malurus_lamberti","Maluridae",-34.35,139.4833,2013,9,12,0.348352471,1,TRUE,0.348352470898309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
474,"Malurus_lamberti","Maluridae",-34.35,139.4833,2014,9,12,0.365216577,1,TRUE,0.36521657698221,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
475,"Malurus_lamberti","Maluridae",-34.35,139.4833,2015,9,12,0.33453238,1,TRUE,0.334532379749616,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
476,"Malurus_lamberti","Maluridae",40.75,-3.7833,2004,3,7,0.489688728,1,TRUE,0.489688728141904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
477,"Sturnus_unicolor","Sturnidae",40.75,-3.7833,2005,3,7,0.413441846,1,TRUE,0.413441846275753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
478,"Sturnus_unicolor","Sturnidae",40.75,-3.7833,2006,3,7,0.473120913,1,TRUE,0.473120912770263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
479,"Tyrannus_forficatus","Tyrannidae",34.74,-98.67,2008,4,8,0.397044144,1,TRUE,0.397044144295302,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NDVI available"
