epp_row_id,id_reference,scientific_name,Clements_name,order,family,family_common,scientific_name_jetz,breeding_system,level,common_name,lat,long,nest_box,marker_type,year_of_study_start,year_of_study_end,breeding_start,breeding_end,epp_percent_broods,n_epp_broods,n_wpp_broods,n_broods_sampled,record_id,lon,climate_year,climate_month,location_id,tmp_cru_C_first_month,tmp_long_base_1961_1989_C_first_month,tmp_long_anom_1961_1989_C_first_month,tmp_short_base_5yr_C_first_month,tmp_short_anom_5yr_C_first_month,original_end_month,tmp_cru_C_full_season,tmp_long_base_1961_1989_C_full_season,tmp_long_anom_1961_1989_C_full_season,tmp_short_base_5yr_C_full_season,tmp_short_anom_5yr_C_full_season,n_months_full_season,pre_cru_mm_first_month,pre_long_base_1961_1989_mm_first_month,pre_long_anom_1961_1989_mm_first_month,pre_short_base_5yr_mm_first_month,pre_short_anom_5yr_mm_first_month,pre_cru_mm_full_season,pre_long_base_1961_1989_mm_full_season,pre_long_anom_1961_1989_mm_full_season,pre_short_base_5yr_mm_full_season,pre_short_anom_5yr_mm_full_season,n_months_pre_full_season,dtr_cru_C_first_month,dtr_cru_C_full_season,breeding_start_month_num,breeding_end_month_num,breeding_season_length_months,ndvi_can_first_month,ndvi_can_full_season,ndvi_start_month,ndvi_end_month,ndvi_year,ndvi_lat,ndvi_lon,ndvi_first_month_median_30km,ndvi_full_season_median_30km,ndvi_merge_status,ndvi_coord_match_round4,lat_round,long_round,abs_latitude,population_id,distance_to_coast_km,era5_year,era5_first_month,era5_latitude,era5_longitude,era5_weather_start_date,era5_weather_end_date,era5_weather_dataset,era5_pre_max_mm_day_first_month,era5_pre_mean_mm_day_first_month,era5_pre_sd_mm_day_first_month,era5_pre_sum_mm_first_month,era5_pre_wet_days_gt1mm_first_month,era5_tmp_mean_C_first_month,era5_tmp_range_C_first_month,era5_tmp_sd_C_first_month
301,288Manica2016,Volatinia_jacarina,Volatinia_jacarina,Passeriformes,Thraupidae,Tanagers and Allies,Volatinia_jacarina,monogamy,yearly,blue-black_grassquits,-15.93,-47.93,no,microsatellite,2010,2011,October,February,11.4,4.0,31.0,35.0,301,-47.93,2010,10.0,137.0,23.39999962,22.38275909,1.017240524,23.98000031,-0.580000687,2.0,23.22000008,22.01448314,1.205516934,22.91200035,0.307999725,5.0,147.3000031,159.9896586,-12.6896555,142.920005,4.379998016,974.2000046,1146.510363,-172.3103586,1134.580033,-160.3800285,5.0,11.30000019,9.980000305,10.0,2.0,5.0,1.0,1.0,10.0,2.0,2010.0,-15.93,-47.93,0.319988955,0.403339802,both,True,-15.93,-47.93,15.93,Volatinia_jacarina_-15.93_-47.93,864.107086,2010.0,10.0,-15.93,-47.93,2010-10-01,2010-10-31,ECMWF/ERA5_LAND/DAILY_AGGR,34.98894139920594,5.581377891783264,8.251025792135868,173.02271464528118,19.0,23.36989251823838,6.899401982625307,1.668938322993663
302,143MacDougall-Shackleton2002,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia_leucophrys,monogamy,yearly,white-throated_sparrow,38.57,-119.03,no,microsatellite,1997,1997,May,August,68.0,17.0,8.0,25.0,302,-119.03,1997,5.0,138.0,13.69999981,11.02068985,2.67930996,12.16000042,1.53999939,8.0,16.97500014,16.60172444,0.373275703,16.97000031,0.004999828,4.0,7.099999905,25.18620722,-18.08620732,46.52000046,-39.42000055,65.20000219,68.44138044,-3.241378245,88.9800015,-23.77999931,4.0,16.39999962,17.25000024,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1997.0,38.57,-119.03,0.261595437,0.258639901,both,True,38.57,-119.03,38.57,Zonotrichia_leucophrys_38.57_-119.03,225.0841343,1997.0,5.0,38.57,-119.03,1997-05-01,1997-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,2.221924061984737,0.3318523447226821,0.5199441911238472,10.287422686403149,4.0,14.185202699066512,13.028886795043944,3.2191121444415924
303,143MacDougall-Shackleton2002,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia_leucophrys,monogamy,yearly,white-throated_sparrow,38.57,-119.03,no,microsatellite,1998,1998,May,August,66.6,16.0,8.0,24.0,303,-119.03,1998,5.0,138.0,7.700000286,11.02068985,-3.320689563,11.98000031,-4.280000019,8.0,15.45000017,16.60172444,-1.151724273,16.80000029,-1.350000119,4.0,83.40000153,25.18620722,58.2137943,47.14000044,36.26000109,131.9000033,68.44138044,63.45862288,86.14000154,45.76000177,4.0,13.80000019,17.12500048,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1998.0,38.57,-119.03,0.245600689,0.267102042,both,True,38.57,-119.03,38.57,Zonotrichia_leucophrys_38.57_-119.03,225.0841343,1998.0,5.0,38.57,-119.03,1998-05-01,1998-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,25.405153632164,2.8228628336922528,5.090440005536888,87.50874784445983,15.0,5.1068135210263055,12.111968994140623,2.871990736473995
304,143MacDougall-Shackleton2002,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia_leucophrys,monogamy,yearly,white-throated_sparrow,38.57,-119.03,no,microsatellite,1999,1999,May,August,44.7,21.0,26.0,47.0,304,-119.03,1999,5.0,138.0,10.60000038,11.02068985,-0.420689468,11.04000025,-0.439999866,8.0,16.02500057,16.60172444,-0.576723867,16.7600003,-0.734999728,4.0,16.70000076,25.18620722,-8.486206462,57.1600009,-40.46000013,49.30000114,68.44138044,-19.14137929,98.02000189,-48.72000075,4.0,15.69999981,17.65000033,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1999.0,38.57,-119.03,0.254062396,0.251760423,both,True,38.57,-119.03,38.57,Zonotrichia_leucophrys_38.57_-119.03,225.0841343,1999.0,5.0,38.57,-119.03,1999-05-01,1999-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,1.820150017692868,0.3851377547237364,0.5460477827818786,11.93927039643583,5.0,10.300902590187668,14.401422500610352,4.309134330929887
305,30Poesel2011,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia_leucophrys,monogamy,yearly,white-crowned_sparrow,43.16,-124.41,no,microsatellite,2005,2005,March,June,37.5,9.0,15.0,24.0,305,-124.41,2005,3.0,139.0,10.10000038,8.579310499,1.520689882,8.960000134,1.140000248,6.0,12.07500029,11.16724156,0.907758729,11.70000012,0.375000167,4.0,195.4000092,196.8344876,-1.434478431,135.6000015,59.80000763,587.4000206,422.1586295,165.2413911,373.0200083,214.3800123,4.0,10.0,8.375000119,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2005.0,43.16,-124.41,0.607792174,0.690765053,both,True,43.16,-124.41,43.16,Zonotrichia_leucophrys_43.16_-124.41,0.297458474,2005.0,3.0,43.16,-124.41,2005-03-01,2005-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
306,30Poesel2011,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia_leucophrys,monogamy,yearly,white-crowned_sparrow,43.16,-124.41,no,microsatellite,2006,2006,March,June,29.4,5.0,12.0,17.0,306,-124.41,2006,3.0,139.0,7.800000191,8.579310499,-0.779310309,9.360000134,-1.559999943,6.0,11.70000029,11.16724156,0.532758729,11.76000016,-0.059999871,4.0,230.0,196.8344876,33.16551241,155.4200027,74.57999725,501.3000069,422.1586295,79.14137742,417.1000094,84.19999747,4.0,7.200000286,8.975000024,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2006.0,43.16,-124.41,0.576394694,0.722009615,both,True,43.16,-124.41,43.16,Zonotrichia_leucophrys_43.16_-124.41,0.297458474,2006.0,3.0,43.16,-124.41,2006-03-01,2006-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
307,30Poesel2011,Zonotrichia_leucophrys,Zonotrichia_leucophrys,Passeriformes,Passerellidae,New World Sparrows,Zonotrichia_leucophrys,monogamy,yearly,white-crowned_sparrow,43.16,-124.41,no,microsatellite,2007,2007,March,June,28.6,6.0,15.0,21.0,307,-124.41,2007,3.0,139.0,9.800000191,8.579310499,1.220689691,9.060000134,0.740000057,6.0,11.65000033,11.16724156,0.482758777,11.82000015,-0.169999814,4.0,104.5,196.8344876,-92.33448759,179.2600021,-74.76000214,256.1000061,422.1586295,-166.0586233,455.0200083,-198.9200022,4.0,8.400000572,9.375000477,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2007.0,43.16,-124.41,0.656567541,0.710974652,both,True,43.16,-124.41,43.16,Zonotrichia_leucophrys_43.16_-124.41,0.297458474,2007.0,3.0,43.16,-124.41,2007-03-01,2007-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,,,,,,,,
308,51Leisler2000,Acrocephalus_paludicola,Acrocephalus_paludicola,Passeriformes,Acrocephalidae,Reed Warblers and Allies,Acrocephalus_paludicola,monogamy,yearly,aquatic_warbler,53.33,22.67,no,microsatellite,1993,1993,May,August,55.5,15.0,12.0,27.0,308,22.67,1993,5.0,140.0,15.80000019,13.01724158,2.782758614,12.88000011,2.920000076,8.0,15.9749999,15.92844859,0.04655131,16.34500036,-0.370000458,4.0,35.29999924,54.16206972,-18.86207048,42.42000046,-7.120001221,266.9000053,267.7172453,-0.817239959,237.8800034,29.02000198,4.0,13.19999981,11.05000019,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1993.0,53.33,22.67,0.541848249,0.581243753,both,True,53.33,22.67,53.33,Acrocephalus_paludicola_53.33_22.67,202.8944188,1993.0,5.0,53.33,22.67,1993-05-01,1993-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,13.958221673931348,1.2547264166865686,2.614272719783523,38.89651891728363,8.0,16.092517943023378,9.726819356282531,2.4273005248274195
309,51Leisler2000,Acrocephalus_paludicola,Acrocephalus_paludicola,Passeriformes,Acrocephalidae,Reed Warblers and Allies,Acrocephalus_paludicola,monogamy,yearly,aquatic_warbler,53.33,22.67,no,microsatellite,1994,1994,May,August,80.0,16.0,4.0,20.0,309,22.67,1994,5.0,140.0,12.30000019,13.01724158,-0.717241386,13.14000015,-0.839999962,8.0,16.7249999,15.92844859,0.79655131,16.19000025,0.534999657,4.0,64.20000458,54.16206972,10.03793486,38.78000031,25.42000427,167.9000044,267.7172453,-99.81724091,226.1400032,-58.23999882,4.0,10.60000038,11.55000019,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1994.0,53.33,22.67,0.530726795,0.633996844,both,True,53.33,22.67,53.33,Acrocephalus_paludicola_53.33_22.67,202.8944188,1994.0,5.0,53.33,22.67,1994-05-01,1994-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,25.707587599754333,3.177700269723971,6.087851231751196,98.5087083614431,14.0,11.68114326641126,13.19742202758789,3.264419218415873
310,51Leisler2000,Acrocephalus_paludicola,Acrocephalus_paludicola,Passeriformes,Acrocephalidae,Reed Warblers and Allies,Acrocephalus_paludicola,monogamy,yearly,aquatic_warbler,53.33,22.67,no,microsatellite,1997,1997,May,August,92.9,26.0,2.0,28.0,310,22.67,1997,5.0,140.0,13.19999981,13.01724158,0.182758233,13.54000015,-0.340000343,8.0,16.47500014,15.92844859,0.546551548,16.66500044,-0.190000296,4.0,74.0,54.16206972,19.83793028,52.00000153,21.99999847,310.7999954,267.7172453,43.08275012,221.3200033,89.4799921,4.0,10.69999981,10.90000033,5.0,8.0,4.0,1.0,1.0,5.0,8.0,1997.0,53.33,22.67,0.571080388,0.602101284,both,True,53.33,22.67,53.33,Acrocephalus_paludicola_53.33_22.67,202.8944188,1997.0,5.0,53.33,22.67,1997-05-01,1997-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,12.615460157292093,2.156601918307208,3.32248773501634,66.85465946752345,13.0,12.47861772762834,11.44312032063806,3.0686343498427417
311,289Oring1992,Actitis_macularius,Actitis_macularius,Charadriiformes,Scolopacidae,Sandpipers and Allies,Actitis_macularius,polyandry,yearly,spotted_sandpiper,47.17,-94.42,no,DNA fingerprinting,1990,1990,May,July,11.1,1.0,8.0,9.0,311,-94.42,1990,5.0,141.0,11.5,12.54827601,-1.048276013,14.42000008,-2.920000076,7.0,16.59999975,16.88965547,-0.289655729,18.02000027,-1.420000521,3.0,23.39999962,75.03793174,-51.63793212,95.38000107,-71.98000145,187.2000065,274.3896591,-87.18965264,290.6200031,-103.4199966,3.0,15.19999981,14.03333346,5.0,7.0,3.0,1.0,1.0,5.0,7.0,1990.0,47.17,-94.42,0.362587642,0.555552272,both,True,47.17,-94.42,47.17,Actitis_macularius_47.17_-94.42,1063.686426,1990.0,5.0,47.17,-94.42,1990-05-01,1990-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,18.652218580143654,1.6647797672200866,3.902377488636161,51.60817278382268,8.0,9.137063988306208,14.886394500732422,3.2414317216800894
312,289Oring1992,Actitis_macularius,Actitis_macularius,Charadriiformes,Scolopacidae,Sandpipers and Allies,Actitis_macularius,polyandry,yearly,spotted_sandpiper,47.17,-94.42,no,DNA fingerprinting,1991,1991,May,July,24.0,6.0,19.0,25.0,312,-94.42,1991,5.0,141.0,15.0,12.54827601,2.451723987,13.78000011,1.219999886,7.0,18.30000051,16.88965547,1.410345034,18.02666683,0.273333677,3.0,93.90000153,75.03793174,18.86206979,67.40000038,26.50000114,260.4000015,274.3896591,-13.9896576,247.1400032,13.25999832,3.0,12.69999981,12.66666667,5.0,7.0,3.0,1.0,1.0,5.0,7.0,1991.0,47.17,-94.42,0.46679164,0.571318669,both,True,47.17,-94.42,47.17,Actitis_macularius_47.17_-94.42,1063.686426,1991.0,5.0,47.17,-94.42,1991-05-01,1991-05-31,ECMWF/ERA5_LAND/DAILY_AGGR,20.56729793548584,2.5293289509853647,4.722662050201699,78.40919748054631,10.0,13.001795500068274,18.722997029622377,6.130701445693
313,438Li2000,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Aphelocoma_ultramarina,monogamy,yearly,Mexican_jay,31.92,-109.25,no,microsatellite,1991,1991,March,June,5.0,2.0,43.0,45.0,313,-109.25,1991,3.0,142.0,8.400000572,9.341379412,-0.94137884,10.53999996,-2.13999939,6.0,15.17500043,15.62327611,-0.448275685,16.68500013,-1.509999704,4.0,45.0,21.6034488,23.3965512,20.16000023,24.83999977,63.80000043,55.05172511,8.748275323,65.08000135,-1.280000925,4.0,16.80000114,20.55000067,3.0,6.0,4.0,1.0,1.0,3.0,6.0,1991.0,31.92,-109.25,0.371368777,0.400906121,both,True,31.92,-109.25,31.92,Aphelocoma_ultramarina_31.92_-109.25,369.0600121,1991.0,3.0,31.92,-109.25,1991-03-01,1991-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,9.658902883529665,1.399590542562929,2.661969801978465,43.3873068194508,8.0,6.367941321096136,11.502944946289062,3.1788191509859707
314,438Li2000,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Aphelocoma_ultramarina,monogamy,yearly,Mexican_jay,31.92,-109.25,no,microsatellite,1992,1992,March,June,5.0,3.0,47.0,50.0,314,-109.25,1992,3.0,142.0,9.699999809,9.341379412,0.358620397,9.880000114,-0.180000305,6.0,15.97500038,15.62327611,0.351724267,16.32500019,-0.349999809,4.0,70.80000305,21.6034488,49.19655425,21.02000008,49.78000298,131.2000027,55.05172511,76.14827756,61.60000083,69.60000184,4.0,17.39999962,19.87500048,3.0,6.0,4.0,1.0,1.0,3.0,6.0,1992.0,31.92,-109.25,0.37522989,0.404215488,both,True,31.92,-109.25,31.92,Aphelocoma_ultramarina_31.92_-109.25,369.0600121,1992.0,3.0,31.92,-109.25,1992-03-01,1992-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,12.906387448310852,1.5403618188622157,2.867322849582905,47.75121638472868,10.0,7.616828126804819,9.53262710571289,2.314749216234794
315,438Li2000,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Aphelocoma_ultramarina,monogamy,yearly,Mexican_jay,31.92,-109.25,no,microsatellite,1993,1993,March,June,5.0,4.0,79.0,83.0,315,-109.25,1993,3.0,142.0,10.30000019,9.341379412,0.958620778,10.16000004,0.140000153,6.0,16.35000038,15.62327611,0.726724267,16.42500019,-0.074999809,4.0,14.0,21.6034488,-7.603448802,32.54000072,-18.54000072,27.19999991,55.05172511,-27.8517252,69.18000133,-41.98000142,4.0,19.39999962,20.85000038,3.0,6.0,4.0,1.0,1.0,3.0,6.0,1993.0,31.92,-109.25,0.383743572,0.405760952,both,True,31.92,-109.25,31.92,Aphelocoma_ultramarina_31.92_-109.25,369.0600121,1993.0,3.0,31.92,-109.25,1993-03-01,1993-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,8.658182336944265,0.6816965448630602,1.7497467695215498,21.132592890754864,4.0,9.20983860877255,13.29941495259601,3.382982338886197
316,438Li2000,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Aphelocoma_ultramarina,monogamy,yearly,Mexican_jay,31.92,-109.25,no,microsatellite,1994,1994,March,June,5.0,3.0,47.0,50.0,316,-109.25,1994,3.0,142.0,11.0,9.341379412,1.658620588,10.28000011,0.719999886,6.0,17.3499999,15.62327611,1.72672379,16.49500027,0.854999638,4.0,18.70000076,21.6034488,-2.903448039,33.52000065,-14.81999989,52.20000124,55.05172511,-2.851723866,61.48000097,-9.279999729,4.0,18.39999962,19.42500019,3.0,6.0,4.0,1.0,1.0,3.0,6.0,1994.0,31.92,-109.25,0.365007294,0.364717057,both,True,31.92,-109.25,31.92,Aphelocoma_ultramarina_31.92_-109.25,369.0600121,1994.0,3.0,31.92,-109.25,1994-03-01,1994-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,5.52135705947876,0.6564078868509587,1.3080424473204346,20.34864449237972,5.0,9.52150649204051,9.138051986694336,2.573248662746748
317,438Li2000,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Aphelocoma_ultramarina,monogamy,yearly,Mexican_jay,31.92,-109.25,no,microsatellite,1995,1995,March,June,5.0,3.0,47.0,50.0,317,-109.25,1995,3.0,142.0,10.69999981,9.341379412,1.358620397,9.980000114,0.719999695,6.0,15.37500024,15.62327611,-0.248275876,16.39000025,-1.01500001,4.0,22.0,21.6034488,0.396551198,32.6600008,-10.6600008,30.60000014,55.05172511,-24.45172496,65.1200011,-34.52000095,4.0,17.60000038,19.87500048,3.0,6.0,4.0,1.0,1.0,3.0,6.0,1995.0,31.92,-109.25,0.389417184,0.371000718,both,True,31.92,-109.25,31.92,Aphelocoma_ultramarina_31.92_-109.25,369.0600121,1995.0,3.0,31.92,-109.25,1995-03-01,1995-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,9.055495262145996,0.4639789364672525,1.6229126918788552,14.383347030484828,2.0,9.3208135666386,9.56701914469403,2.521916116437443
318,438Li2000,Aphelocoma_ultramarina,Aphelocoma_wollweberi,Passeriformes,Corvidae,"Crows, Jays, and Magpies",Aphelocoma_ultramarina,monogamy,yearly,Mexican_jay,31.92,-109.25,no,microsatellite,1996,1996,March,June,5.0,5.0,95.0,100.0,318,-109.25,1996,3.0,142.0,10.19999981,9.341379412,0.858620397,10.02000008,0.179999733,6.0,17.57500029,15.62327611,1.951724172,16.04500027,1.530000019,4.0,3.0,21.6034488,-18.6034488,34.10000076,-31.10000076,47.70000096,55.05172511,-7.351724149,61.00000088,-13.29999992,4.0,19.80000114,20.57500029,3.0,6.0,4.0,1.0,1.0,3.0,6.0,1996.0,31.92,-109.25,0.342746607,0.329954873,both,True,31.92,-109.25,31.92,Aphelocoma_ultramarina_31.92_-109.25,369.0600121,1996.0,3.0,31.92,-109.25,1996-03-01,1996-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,2.8000438636013314,0.2400242819492077,0.6298259939697186,7.440752740425438,2.0,9.073349499446111,9.818413416544615,2.5582221680131925
319,250Bird2013,Centrocercus_urophasianus,Centrocercus_urophasianus,Galliformes,Phasianidae,"Pheasants, Grouse, and Allies",Centrocercus_urophasianus,no_social_bond,yearly,greater_sage-grouse,49.4,-110.7,no,microsatellite,1999,1999,March,June,0.0,0.0,20.0,20.0,319,-110.7,1999,3.0,143.0,0.900000036,-2.062069007,2.962069043,-2.360000062,3.260000098,6.0,7.7750002,7.629310492,0.145689707,7.640000135,0.135000065,4.0,14.0,23.68275912,-9.682759121,22.96000042,-8.96000042,181.1000023,165.5103471,15.58965517,201.7800024,-20.68000011,4.0,13.19999981,13.125,3.0,6.0,4.0,1.0,1.0,3.0,6.0,1999.0,49.4,-110.7,0.209969046,0.249916312,both,True,49.4,-110.7,49.4,Centrocercus_urophasianus_49.4_-110.7,860.0405678,1999.0,3.0,49.4,-110.7,1999-03-01,1999-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,2.2106319665908813,0.2837809670386414,0.4995893915027484,8.797209978197884,3.0,2.015615820115636,17.94076919555664,4.366346284269158
320,250Bird2013,Centrocercus_urophasianus,Centrocercus_urophasianus,Galliformes,Phasianidae,"Pheasants, Grouse, and Allies",Centrocercus_urophasianus,no_social_bond,yearly,greater_sage-grouse,49.4,-110.7,no,microsatellite,2000,2000,March,June,0.0,0.0,8.0,8.0,320,-110.7,2000,3.0,143.0,0.800000012,-2.062069007,2.862069019,-2.540000069,3.340000081,6.0,8.025000051,7.629310492,0.395689558,7.330000147,0.694999903,4.0,18.80000114,23.68275912,-4.882757976,24.60000038,-5.799999237,121.7000017,165.5103471,-43.8103454,204.5600018,-82.86000004,4.0,11.0,13.12500024,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2000.0,49.4,-110.7,0.195322672,0.229033217,both,True,49.4,-110.7,49.4,Centrocercus_urophasianus_49.4_-110.7,860.0405678,2000.0,3.0,49.4,-110.7,2000-03-01,2000-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,10.796043276684486,1.124321521294681,2.255174785695353,34.85396716013511,9.0,0.8093365782050929,15.41412289937341,3.624883276489114
321,250Bird2013,Centrocercus_urophasianus,Centrocercus_urophasianus,Galliformes,Phasianidae,"Pheasants, Grouse, and Allies",Centrocercus_urophasianus,no_social_bond,yearly,greater_sage-grouse,49.4,-110.7,no,microsatellite,2001,2001,March,June,7.9,2.0,24.0,26.0,321,-110.7,2001,3.0,143.0,-0.300000012,-2.062069007,1.762068995,-1.880000067,1.580000055,6.0,8.175000116,7.629310492,0.545689624,7.470000124,0.704999992,4.0,11.90000057,23.68275912,-11.78275855,23.00000038,-11.09999981,121.0000029,165.5103471,-44.51034426,178.880002,-57.87999916,4.0,12.60000038,13.42500019,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2001.0,49.4,-110.7,0.18484913,0.220003976,both,True,49.4,-110.7,49.4,Centrocercus_urophasianus_49.4_-110.7,860.0405678,2001.0,3.0,49.4,-110.7,2001-03-01,2001-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,2.0948888206753224,0.2724248982840408,0.4945640820575702,8.445171846805266,3.0,0.998541870937574,14.510891596476256,3.0928419285393707
322,250Bird2013,Centrocercus_urophasianus,Centrocercus_urophasianus,Galliformes,Phasianidae,"Pheasants, Grouse, and Allies",Centrocercus_urophasianus,no_social_bond,yearly,greater_sage-grouse,49.4,-110.7,no,microsatellite,2002,2002,March,June,14.7,5.0,29.0,34.0,322,-110.7,2002,3.0,143.0,-8.900000572,-2.062069007,-6.837931565,-0.900000012,-8.00000056,6.0,4.649999917,7.629310492,-2.979310576,7.770000133,-3.120000216,4.0,37.10000229,23.68275912,13.41724317,18.2800005,18.82000179,228.499999,165.5103471,62.98965193,168.2400021,60.25999699,4.0,11.0,12.00000024,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2002.0,49.4,-110.7,,0.312390992,both,True,49.4,-110.7,49.4,Centrocercus_urophasianus_49.4_-110.7,860.0405678,2002.0,3.0,49.4,-110.7,2002-03-01,2002-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,5.201217532146529,1.0644669037102146,1.4063773606063126,32.998474015016654,9.0,-11.37249486369469,26.26255162556967,7.676209440198574
323,250Bird2013,Centrocercus_urophasianus,Centrocercus_urophasianus,Galliformes,Phasianidae,"Pheasants, Grouse, and Allies",Centrocercus_urophasianus,no_social_bond,yearly,greater_sage-grouse,49.4,-110.7,no,microsatellite,2003,2003,March,June,18.8,6.0,26.0,32.0,323,-110.7,2003,3.0,143.0,-3.100000143,-2.062069007,-1.037931136,-2.020000136,-1.080000007,6.0,7.450000107,7.629310492,-0.179310385,7.370000073,0.080000034,4.0,27.20000076,23.68275912,3.517241642,22.40000095,4.799999809,181.5000038,165.5103471,15.9896567,175.4800016,6.020002174,4.0,12.40000057,12.10000038,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2003.0,49.4,-110.7,0.20506978,0.359395422,both,True,49.4,-110.7,49.4,Centrocercus_urophasianus_49.4_-110.7,860.0405678,2003.0,3.0,49.4,-110.7,2003-03-01,2003-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,3.4097909926344983,0.7133626403664092,0.9200716298207556,22.114241851358685,7.0,-3.5614310356878267,35.93753687540689,10.123710262303662
324,250Bird2013,Centrocercus_urophasianus,Centrocercus_urophasianus,Galliformes,Phasianidae,"Pheasants, Grouse, and Allies",Centrocercus_urophasianus,no_social_bond,yearly,greater_sage-grouse,49.4,-110.7,no,microsatellite,2004,2004,March,June,16.7,4.0,20.0,24.0,324,-110.7,2004,3.0,143.0,0.5,-2.062069007,2.562069007,-2.120000136,2.620000136,6.0,7.699999928,7.629310492,0.070689436,7.215000078,0.48499985,4.0,8.800000191,23.68275912,-14.88275893,21.80000095,-13.00000076,171.6000051,165.5103471,6.08965803,166.7600019,4.840003204,4.0,12.19999981,13.32500005,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2004.0,49.4,-110.7,0.182627825,0.230932801,both,True,49.4,-110.7,49.4,Centrocercus_urophasianus_49.4_-110.7,860.0405678,2004.0,3.0,49.4,-110.7,2004-03-01,2004-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,6.529289691684426,0.6928293932782439,1.2479276100768597,21.47771119162556,7.0,2.8808126634167297,15.407881418863894,3.865287946264287
325,250Bird2013,Centrocercus_urophasianus,Centrocercus_urophasianus,Galliformes,Phasianidae,"Pheasants, Grouse, and Allies",Centrocercus_urophasianus,no_social_bond,yearly,greater_sage-grouse,49.4,-110.7,no,microsatellite,2005,2005,March,June,17.2,5.0,24.0,29.0,325,-110.7,2005,3.0,143.0,0.300000012,-2.062069007,2.362069019,-2.200000143,2.500000155,6.0,8.075000122,7.629310492,0.44568963,7.200000024,0.875000098,4.0,39.70000076,23.68275912,16.01724164,20.76000099,18.93999977,243.3999996,165.5103471,77.8896525,164.8600025,78.5399971,4.0,12.10000038,13.07500029,3.0,6.0,4.0,1.0,1.0,3.0,6.0,2005.0,49.4,-110.7,0.19261089,0.270099541,both,True,49.4,-110.7,49.4,Centrocercus_urophasianus_49.4_-110.7,860.0405678,2005.0,3.0,49.4,-110.7,2005-03-01,2005-03-31,ECMWF/ERA5_LAND/DAILY_AGGR,10.32846706084456,1.17892643972806,2.0750594349444205,36.54671963156986,10.0,0.6297176197011181,15.293460210164367,4.37246136954367
